"n","dd","d","all","ratio","date","pv1","pv2","ratio_rm","all_rm","n_rm","d_rm"
1.0983,1.0692,1.0915,1.0927,1.0532,2019-11-09,0.00162468069025976,0.99837531930974,1.13967666666667,1.08718,1.09293333333333,1.07784666666667
1.0842,1.0916,1.0997,1.0914,0.88607,2019-11-10,0.00272376356885035,0.99727623643115,1.112434,1.08645333333333,1.09107333333333,1.07870666666667
1.099,1.0996,1.0955,1.0976,1.0262,2019-11-11,0.00382713951258153,0.996172860487418,1.09748066666667,1.08284,1.08639333333333,1.07609333333333
1.1149,1.1485,1.0994,1.1109,1.1141,2019-11-12,0.00567225708802457,0.994327742911975,1.07765866666667,1.08162,1.08425333333333,1.07585333333333
1.167,1.2007,1.1244,1.1518,1.2647,2019-11-13,0.0137338000948361,0.986266199905164,1.048782,1.08059333333333,1.08214666666667,1.07643333333333
1.1126,1.1584,1.1117,1.116,1.0059,2019-11-14,0.0104496904357369,0.989550309564263,1.086062,1.08022666666667,1.08308666666667,1.07472
1.1096,1.0911,1.0788,1.095,1.2665,2019-11-15,0.0068827917841921,0.993117208215808,1.10068866666667,1.08186666666667,1.08552,1.07559333333333
1.0415,1.0413,1.0347,1.0387,1.0942,2019-11-16,0.00374467175638428,0.996255328243616,1.12922333333333,1.08234666666667,1.08715333333333,1.07457333333333
1.0708,1.0867,1.0549,1.0657,1.1736,2019-11-24,0.0466124505899788,0.953387549410021,1.073316,1.05221333333333,1.05415333333333,1.04923333333333
1.0203,1.021,1.0137,1.0176,1.1301,2019-11-25,0.0327998549205438,0.967200145079456,1.07198066666667,1.04994666666667,1.05205333333333,1.04687333333333
1.024,1.0262,1.0226,1.0236,1.0223,2019-11-26,0.0313744050675128,0.968625594932487,1.023596,1.04985333333333,1.05021333333333,1.04886666666667
1.0728,1.0536,1.0031,1.0415,2.7545,2019-12-17,0.0249479992184988,0.975052000781501,1.06555692307692,1.04762857142857,1.04409333333333,1.05281538461538
1.0405,1.0621,1.1059,1.0686,0.54103,2019-12-18,0.027919569423651,0.972080430576349,1.03514,1.04579285714286,1.04166466666667,1.0519
1.049,1.0583,1.0348,1.0441,1.1991,2019-12-20,0.0409824409154499,0.95901755908455,1.05509466666667,1.04609333333333,1.04402466666667,1.04815333333333
1.0217,1.0333,1.0471,1.0326,0.69675,2019-12-21,0.0316858653022221,0.968314134697778,1.00197666666667,1.04456,1.04094466666667,1.04833333333333
1.0731,1.049,1.0325,1.0546,1.5878,2020-12-05,0.0442119309340635,0.955788069065936,1.2812825,1.06968461538462,1.07835,1.058925
1.0687,1.0681,1.0549,1.0632,1.1513,2020-12-06,0.0284838741309354,0.971516125869065,1.27492416666667,1.07003076923077,1.07856428571429,1.059775
1.0545,1.0532,1.0574,1.0556,0.96878,2020-12-07,0.0214792331501723,0.978520766849828,1.24517461538462,1.06678571428571,1.07362142857143,1.05736153846154
1.07,1.0676,1.0899,1.0775,0.84258,2020-12-08,0.0234397853917567,0.976560214608243,1.22316142857143,1.06405333333333,1.07023333333333,1.05517857142857
1.0659,1.0848,1.0631,1.0665,1.028,2020-12-09,0.0309440221861803,0.96905597781382,1.13976142857143,1.06306666666667,1.06743333333333,1.05697857142857
1.0797,1.0469,1.0923,1.0815,0.90225,2020-12-10,0.0222738278202679,0.977726172179732,1.11461866666667,1.06025333333333,1.06336666666667,1.05624666666667
1.0606,1.0653,1.0877,1.0716,0.78138,2020-12-11,0.0219460810986892,0.978053918901311,1.12659866666667,1.0576,1.06074,1.05333333333333
1.0946,1.1168,1.0563,1.0812,1.4121,2020-12-12,0.0322487412215026,0.967751258778497,1.05583866666667,1.05547333333333,1.05649333333333,1.05382666666667
1.0547,1.0444,1.0608,1.0561,0.9373,2020-12-13,0.0221446808102453,0.977855319189755,1.01777866666667,1.05267333333333,1.05242,1.05240666666667
1.0211,1.0269,1.0284,1.0246,0.88818,2020-12-14,0.0241752364031761,0.975824763596824,1.008272,1.04964,1.04899333333333,1.04986666666667
1.0228,1.0377,1.0268,1.0258,0.93699,2020-12-15,0.0283922285351694,0.971607771464831,1.01078666666667,1.04714666666667,1.04663333333333,1.04728666666667
1.0496,1.0682,1.0468,1.0501,1.034,2020-12-16,0.0269111118090695,0.973088888190931,1.003266,1.04537333333333,1.0445,1.04566666666667
1.0264,1.0411,1.046,1.0354,0.76262,2020-12-17,0.0370944376233297,0.96290556237667,1.00349933333333,1.04495333333333,1.04430666666667,1.04546
1.0454,1.0355,1.0248,1.0364,1.335,2020-12-18,0.0253395336656529,0.974660466334347,0.995743333333333,1.04216666666667,1.04108666666667,1.04263333333333
1.0603,1.0593,1.0397,1.052,1.2693,2020-12-19,0.0163637894526184,0.983636210547382,1.02252466666667,1.04051333333333,1.04043333333333,1.03926666666667
1.012,1.0219,1.0112,1.0126,1.0169,2020-12-20,0.0187710039235413,0.981228996076459,1.007138,1.03774,1.03716,1.03770666666667
1.0173,1.0245,1.0168,1.0177,1.0087,2020-12-21,0.0228506566938687,0.977149343306131,0.987296,1.03703333333333,1.03561333333333,1.03830666666667
1.0191,1.0121,1.0187,1.0182,1.0065,2020-12-22,0.0202288437429244,0.979771156257076,1.03109733333333,1.04068666666667,1.04086666666667,1.03986
1.038,1.0611,1.0656,1.0509,0.72977,2020-12-23,0.0164583198413496,0.98354168015865,1.04586466666667,1.04031333333333,1.04089333333333,1.03907333333333
1.063,1.046,1.06,1.0602,1.0315,2020-12-24,0.0121834327619757,0.987816567238024,1.05145133333333,1.04044,1.04135333333333,1.03906666666667
1.0314,1.0434,1.0499,1.0397,0.78591,2020-12-25,0.0184815098311911,0.981518490168809,1.06848333333333,1.04144666666667,1.04301333333333,1.03932
1.0508,1.0647,1.0372,1.0468,1.1831,2020-12-26,0.0223921217031985,0.977607878296802,1.03958333333333,1.04158,1.04228666666667,1.04048666666667
1.0455,1.036,1.0329,1.0396,1.1813,2020-12-27,0.0164496133921456,0.983550386607854,1.02376333333333,1.04038,1.0406,1.04002666666667
1.0315,1.0263,1.0698,1.0455,0.63967,2020-12-28,0.0219364596373348,0.978063540362665,1.04090333333333,1.0406,1.04128,1.03991333333333
1.0999,1.082,1.0517,1.0794,1.5452,2020-12-29,0.0181903544900094,0.981809645509991,1.04642333333333,1.04079333333333,1.04164,1.03997333333333
1.0232,1.0258,1.015,1.0202,1.1585,2020-12-30,0.00809910631895537,0.991900893681045,1.04759,1.04002,1.04083333333333,1.03912666666667
1.0565,1.0502,1.0467,1.052,1.1178,2020-12-31,0.00486341977304797,0.995136580226952,1.05407733333333,1.03739333333333,1.03879333333333,1.03586
1.0513,1.0491,1.0498,1.0505,1.0181,2021-01-01,0.00878343381370383,0.991216566186296,1.05923066666667,1.03479333333333,1.03621333333333,1.03308
