"n","dd","d","all","ratio","date","pv1","pv2","ratio_rm","all_rm","n_rm","d_rm"
1.1081,1.0768,1.0286,1.0652,2.2167,2016-09-30,1.4758421051969e-07,0.999999852415789,1.390122,1.061555,1.075735,1.04711
1.0944,1.1092,1.0574,1.0776,1.3942,2016-10-01,5.10458036001116e-08,0.999999948954196,1.381307,1.063795,1.078015,1.04937
1.0749,1.0631,1.0455,1.06,1.3574,2016-10-02,5.01312898052313e-08,0.99999994986871,1.3884145,1.06727,1.08179,1.05258
1.102,1.0703,1.056,1.0771,1.4966,2016-10-03,2.67001608813684e-08,0.999999973299839,1.3534695,1.07095,1.08472,1.05667
1.1016,1.1145,1.065,1.0852,1.3602,2016-10-04,1.55642850740396e-08,0.999999984435715,1.3232495,1.07413,1.086995,1.060535
1.0967,1.1104,1.0804,1.0901,1.1389,2016-10-05,3.34232636729855e-08,0.999999966576736,1.278002,1.076635,1.087335,1.06491
1.0821,1.0767,1.0809,1.0811,1.0099,2016-10-06,5.09332763236813e-08,0.999999949066724,1.2456,1.08073,1.08993,1.06986
1.0538,1.1002,1.0515,1.0565,1.0258,2016-10-07,1.8285348518243e-07,0.999999817146515,1.221247,1.08216,1.09071,1.072475
1.1205,1.1096,1.056,1.0889,1.6959,2016-10-08,7.81113077032005e-08,0.999999921888692,1.218777,1.083255,1.09192,1.073625
1.0627,1.0979,1.0744,1.0708,0.89429,2016-10-09,7.47367101905275e-08,0.99999992526329,1.20659684210526,1.0837,1.09181578947368,1.075305
1.1048,1.0482,1.0848,1.0903,1.1643,2016-10-10,3.30058888434884e-07,0.999999669941112,1.13545894736842,1.0839,1.08923157894737,1.07757
1.093,1.085,1.0679,1.0804,1.2399,2016-10-11,2.07753688367765e-06,0.999997922463116,1.12070105263158,1.08522105263158,1.09014210526316,1.079525
1.0995,1.0905,1.0965,1.0974,1.0223,2016-10-12,3.21801512258684e-06,0.999996781984877,1.10198526315789,1.08702631578947,1.09123684210526,1.08202
1.1178,1.1502,1.0968,1.1108,1.1575,2016-10-13,1.06916480622716e-05,0.999989308351938,1.08006222222222,1.08757777777778,1.09063888888889,1.08338947368421
1.0982,1.1148,1.0957,1.0984,1.0192,2016-10-14,2.05828870542778e-05,0.999979417112946,1.06358352941176,1.08771764705882,1.08999411764706,1.08441111111111
1.0634,1.1004,1.1096,1.087,0.68425,2016-10-15,2.65454651383264e-05,0.999973454534862,1.05887625,1.08756875,1.089575,1.08464705882353
1.0964,1.1714,1.1157,1.1112,0.87326,2016-10-16,0.000264470998619936,0.99973552900138,1.06214133333333,1.088,1.09007333333333,1.08488125
1.0771,1.0342,1.0845,1.0763,0.93884,2016-10-17,0.00346858915762595,0.996531410842374,1.06473714285714,1.09025,1.09266428571429,1.08710666666667
1.0975,1.1021,1.0719,1.086,1.2359,2016-10-18,0.00357938070437579,0.996420619295624,1.01618615384615,1.09035384615385,1.09052307692308,1.08932857142857
NA,NA,1.087,NA,NA,2016-10-19,0.00693393592500194,0.993066064074998,1.02634416666667,1.09198333333333,1.09284166666667,1.09047692307692
1.059,1.0983,1.0739,1.069,0.86508,2016-10-20,0.0181511988583308,0.981848801141669,0.999218333333333,1.09401666666667,1.09245833333333,1.09368461538462
1.1117,1.089,1.0965,1.1027,1.1138,2016-10-21,0.0273363910538034,0.972663608946197,0.965724166666667,1.098675,1.0951,1.10045384615385
1.0957,1.0815,1.0954,1.0943,1.0018,2016-10-22,0.0264894266902928,0.973510573309707,0.9790325,1.10323333333333,1.10090833333333,1.10360769230769
NA,NA,NA,NA,NA,2016-10-23,0.0228462134635999,0.9771537865364,0.963791666666667,1.10431666666667,1.10128333333333,1.10588461538462
NA,NA,NA,NA,NA,2016-10-24,0.0385565331940694,0.961443466805931,0.974991666666667,1.10650833333333,1.104225,1.10705384615385
NA,NA,NA,NA,NA,2016-10-25,0.0446530992184495,0.95534690078155,1.04057916666667,1.10575,1.10735,1.103
NA,NA,NA,NA,NA,2016-10-26,0.0538796782789763,0.946120321721024,1.05121583333333,1.10405,1.10700833333333,1.10119230769231
NA,NA,NA,NA,NA,2016-10-27,0.0515385091398155,0.948461490860184,1.0754625,1.10418333333333,1.10784166666667,1.09961538461538
NA,NA,NA,NA,NA,2016-10-28,0.0674682897504475,0.932531710249553,1.06192916666667,1.10371666666667,1.10666666666667,1.09986153846154
NA,NA,NA,NA,NA,2016-10-29,0.0667200781026478,0.933279921897352,1.04740538461538,1.10457692307692,1.10642307692308,1.1027
1.1002,1.1362,1.1265,1.1147,0.83879,2016-10-30,0.13214308185346,0.86785691814654,1.05993,1.11017692307692,1.11295384615385,1.10770769230769
1.1247,1.1053,1.1559,1.1363,0.83797,2016-10-31,0.280032889059936,0.719967110940064,1.09072230769231,1.11078461538462,1.11486153846154,1.10626153846154
1.1692,1.1344,1.1375,1.1521,1.182,2016-11-01,0.356594841210704,0.643405158789296,1.07962846153846,1.10823846153846,1.11155384615385,1.10412307692308
1.1223,1.1193,1.1264,1.1238,0.97461,2016-11-02,0.417274957912644,0.582725042087356,1.08922642857143,1.10597857142857,1.10967857142857,1.10124285714286
1.1335,1.1442,1.1109,1.1247,1.1536,2016-11-03,0.481528278957018,0.518471721042982,1.08324666666667,1.10312,1.10655333333333,1.09868666666667
1.1009,1.0608,1.0569,1.0779,1.4713,2016-11-04,0.396634177087087,0.603365822912913,1.077251875,1.1015625,1.1048125,1.097525
1.0923,1.0756,1.0922,1.0908,1.0009,2016-11-05,0.351275446919502,0.648724553080498,1.08043705882353,1.10112941176471,1.10472352941176,1.09690588235294
1.0871,1.0994,1.064,1.0779,1.2298,2016-11-06,0.293097176517938,0.706902823482062,1.11986833333333,1.09988333333333,1.10487777777778,1.09396111111111
1.0834,1.0917,1.0751,1.0804,1.0735,2016-11-07,0.224618497416138,0.775381502583862,1.09873052631579,1.09814210526316,1.10214210526316,1.09365263157895
1.1035,1.1364,1.1239,1.1149,0.87312,2016-11-08,0.50147832255652,0.49852167744348,1.112799,1.098165,1.10278,1.09263
1.1439,1.1434,1.139,1.1418,1.0279,2016-11-09,0.535208384029903,0.464791615970097,1.12722052631579,1.09625,1.101405,1.09084736842105
1.1365,1.1284,1.0777,1.1106,1.5141,2016-11-10,0.391936802471884,0.608063197528116,1.14016421052632,1.0938,1.09959,1.08678421052632
1.0527,1.0795,1.0676,1.0612,0.85758,2016-11-11,0.462521385025058,0.537478614974942,1.11093315789474,1.090625,1.09432,1.08605263157895
1.0853,1.0893,1.0638,1.0766,1.214,2016-11-12,0.490325388978383,0.509674611021617,1.12076947368421,1.09035,1.09442,1.08476842105263
1.0628,1.0663,1.0629,1.0631,0.99953,2016-11-13,0.484494245771202,0.515505754228798,1.12270631578947,1.089445,1.09356,1.08376315789474
1.0787,1.0667,1.0801,1.0782,0.98733,2016-11-14,0.52754708177797,0.47245291822203,1.09362631578947,1.09098,1.093575,1.08673157894737
1.1033,1.0789,1.087,1.0942,1.1314,2016-11-15,0.54883407605228,0.45116592394772,1.09086842105263,1.09186,1.094145,1.08773684210526
1.1075,1.0943,1.0439,1.0787,1.7902,2016-11-16,0.290063163803155,0.709936836196845,1.05943947368421,1.09529,1.09512,1.09435263157895
1.0529,1.0478,1.0881,1.0668,0.71825,2016-11-17,0.203356610766367,0.796643389233633,1.06120789473684,1.097135,1.09698,1.09594736842105
1.1149,1.1295,1.0732,1.0986,1.3801,2016-11-18,0.195859959446598,0.804140040553402,1.06081736842105,1.09661,1.09637,1.09527368421053
1.0727,1.0761,NA,1.0764,NA,2016-11-19,0.127140460637263,0.872859539362737,1.07990157894737,1.09246,1.09258,1.08999473684211
1.0884,1.1212,1.0787,1.0873,1.0839,2016-11-20,0.115455397930149,0.884544602069851,1.03157736842105,1.09021,1.08789,1.09098421052632
1.0638,1.0706,1.1236,1.0886,0.62661,2016-11-21,0.125511958566673,0.874488041433327,1.03410947368421,1.09179,1.089625,1.09270526315789
1.1243,1.1594,1.102,1.1183,1.1615,2016-11-22,0.180299578762235,0.819700421237765,1.02729368421053,1.09258947368421,1.08703,1.09081578947368
1.1163,1.1189,1.0918,1.1066,1.1904,2016-11-23,0.110770643816105,0.889229356183895,1.01710894736842,1.09045789473684,1.084775,1.08912631578947
1.1012,1.1279,1.1133,1.1086,0.91878,2016-11-24,0.122082760001503,0.877917239998497,1.00635052631579,1.08802105263158,1.082085,1.08711578947368
1.1037,1.1218,1.1113,1.1084,0.9485,2016-11-25,0.146612600784818,0.853387399215182,1.00862947368421,1.0845,1.078355,1.08353157894737
1.1066,1.1856,1.1897,1.1465,0.63265,2016-11-26,0.2594103217511,0.7405896782489,0.961273157894737,1.08191052631579,1.07434,1.08306315789474
1.1206,1.157,1.1054,1.1173,1.1071,2016-11-27,0.308532062098305,0.691467937901695,0.970831052631579,1.08173157894737,1.074595,1.08203157894737
1.0913,1.1527,1.1111,1.1044,0.8657,2016-11-28,0.324976777843774,0.675023222156226,0.982588947368421,1.07892631578947,1.07188,1.07944210526316
1.0681,1.1013,1.0387,1.0588,1.3905,2016-11-29,0.260426168225975,0.739573831774025,0.9916395,1.07686315789474,1.070345,1.077015
1.0427,1.0652,1.0965,1.0656,0.59594,2016-11-30,0.23973192418733,0.76026807581267,0.9695015,1.07555263157895,1.06809,1.077485
1.0874,1.0881,1.1003,1.0928,0.90569,2016-12-01,0.268238726433133,0.731761273566867,1.015591,1.07580526315789,1.070715,1.07441
1.0334,NA,1.0279,NA,1.0845,2016-12-02,0.284679452386732,0.715320547613268,1.014511,1.07486842105263,1.069875,1.0738
1.0177,1.0155,1.0308,1.0226,0.80602,2016-12-03,0.390954385714035,0.609045614285965,1.00525368421053,1.07400526315789,1.06886,1.07285263157895
1.0249,1.0269,1.0419,1.0319,0.78292,2016-12-04,0.509828350004078,0.490171649995922,1.01917052631579,1.07299473684211,1.068775,1.07101578947368
1.0287,1.0575,1.0189,1.0273,1.1747,2016-12-05,0.581017429939556,0.418982570060444,1.05506,1.06953684210526,1.06649,1.06628421052632
1.0272,1.0185,1.035,1.0295,0.89043,2016-12-06,0.6715148719126,0.3284851280874,1.06341736842105,1.06393157894737,1.0627,1.05885789473684
1.058,1.0704,1.0685,1.0634,0.89985,2016-12-07,0.747008667868816,0.252991332131184,1.06397526315789,1.05952105263158,1.058465,1.05479473684211
1.0606,1.0541,1.024,1.0453,1.6035,2016-12-08,0.722397871559204,0.277602128440796,1.05050105263158,1.05562105263158,1.054735,1.05162631578947
1.042,1.0386,1.0309,1.0372,1.1636,2016-12-09,0.58026595438007,0.41973404561993,1.01920157894737,1.05325263157895,1.05172,1.0506
1.0433,1.0587,1.0881,1.0624,0.64114,2016-12-10,0.563059919468719,0.436940080531281,1.05177315789474,1.05136315789474,1.05136,1.04672105263158
1.1163,1.1015,1.0621,1.0934,1.5484,2016-12-11,0.545119638014892,0.454880361985108,1.04193789473684,1.04679473684211,1.04699,1.04219473684211
1.1075,1.1086,1.0898,1.1005,1.1399,2016-12-12,0.415040987318814,0.584959012681186,1.04371684210526,1.044485,1.04543,1.04062789473684
1.096,1.113,NA,1.0902,NA,2016-12-13,0.482383716555209,0.517616283444791,1.03194368421053,1.044085,1.044685,1.04063842105263
1.0995,NA,1.0784,1.0894,1.1832,2016-12-14,0.554077104124676,0.445922895875324,1.05473736842105,1.043575,1.04474,1.03921736842105
1.058,1.0522,1.0214,1.0427,1.6304,2016-12-15,0.424016194429465,0.575983805570535,1.04764789473684,1.04263,1.04369,1.03853842105263
1.0308,1.0555,1.0486,1.04,0.79144,2016-12-16,0.339705053259904,0.660294946740096,1.07489894736842,1.042155,1.043765,1.03720684210526
1.0359,1.0414,1.0282,1.0335,1.1177,2016-12-17,0.528447130447662,0.471552869552338,1.07654789473684,1.040225,1.04207,1.03510684210526
1.0167,1.0221,1.0509,1.0303,0.60969,2016-12-18,0.535642796471063,0.464357203528937,1.04627421052632,1.0395,1.040555,1.03534368421053
1.0078,1.0253,1.0192,1.0138,0.79581,2016-12-19,0.668553144491981,0.331446855508019,1.02756789473684,1.03789,1.03852,1.03425947368421
1.0355,1.0268,1.0228,1.0297,1.2148,2016-12-20,0.622078974268803,0.377921025731197,1.04818157894737,1.03541,1.037005,1.03022263157895
1,1.0051,1.0143,1.006,0.71882,2016-12-21,0.652480773247711,0.347519226752289,1.00978578947368,1.031595,1.031815,1.02818578947368
1.0022,1.0014,0.99813,1.0006,1.1183,2016-12-22,0.641107070287721,0.358892929712279,0.997703157894737,1.026985,1.026785,1.02404894736842
1.0028,1.0071,1.031,1.0146,0.58233,2016-12-23,0.720194571052853,0.279805428947147,1.024283,1.022795,1.02269,1.022673
1.026,1.0294,1.0149,1.0217,1.216,2016-12-24,0.780147848693479,0.219852151306521,1.019788,1.01864,1.018155,1.019003
1.0077,1.022,1.006,1.0084,1.04,2016-12-25,0.735661871536039,0.264338128463961,0.981936,1.016216,1.014829,1.017711
1.0287,1.0132,1.0097,1.02,1.4082,2016-12-26,0.661789089805912,0.338210910194088,1.023009,1.014811,1.014424,1.015286
1.0241,1.0123,1.0286,1.0248,0.93118,2016-12-27,0.515851907939248,0.484148092060752,1.019464,1.013556,1.013124,1.014271
1.0303,1.0433,1.0285,1.0308,1.0283,2016-12-28,0.520712117947128,0.479287882052872,1.0503545,1.012541,1.012984,1.011956
1.0013,1.0027,1.0103,1.005,0.80818,2016-12-29,0.588981701105558,0.411018298894442,1.064129,1.011936,1.012739,1.011006
1.013,1.0175,1.0114,1.0128,1.0328,2016-12-30,0.660651912837374,0.339348087162626,1.0373215,1.010956,1.011119,1.010961
1.0125,1.0157,1.0234,1.0171,0.81888,2016-12-31,0.516268172347572,0.483731827652428,1.029969,1.013461,1.012799,1.014556
1.0069,1.0032,1.0112,1.0083,0.91033,2017-01-01,0.6636405834034,0.3363594165966,1.029009,1.016846,1.016149,1.0176345
1.0141,1.007,0.99653,1.0064,1.5293,2017-01-02,0.572711595771141,0.427288404228859,1.0672475,1.018526,1.019024,1.0178495
1.0088,0.99785,1.005,1.0063,1.0933,2017-01-03,0.481846418308574,0.518153581691426,1.0894075,1.018146,1.018874,1.017071
0.99148,1.0041,0.99556,0.99422,0.87336,2017-01-04,0.441421169125665,0.558578830874335,1.0902975,1.018256,1.019064,1.017216
1.0227,1.0052,1.0001,1.0119,1.6129,2017-01-05,0.362318361042497,0.637681638957503,1.0582915,1.017631,1.017729,1.017416
1.0099,1.0024,1.0079,1.0084,1.0468,2017-01-06,0.246282367642847,0.753717632357153,1.0729175,1.017016,1.017389,1.016361
1.0139,1.0126,1.0046,1.01,1.2275,2017-01-07,0.196749778923784,0.803250221076216,1.0751875,1.016591,1.016969,1.015831
1.0029,1.0015,1.0002,1.0017,1.0713,2017-01-08,0.198766897134125,0.801233102865875,1.072881,1.016298,1.016622,1.015516
1.0031,0.99752,1.0219,1.0101,0.67865,2017-01-09,0.224178551230604,0.775821448769396,1.0560835,1.016868,1.016677,1.016751
1.0336,1.0489,1.0862,1.0561,0.57177,2017-01-10,0.29668774658367,0.70331225341633,1.0667695,1.017868,1.017997,1.017406
1.0692,1.1019,1.0597,1.0683,1.0991,2017-01-11,0.422208989904252,0.577791010095748,1.078213,1.017668,1.017987,1.016916
1.0603,1.0372,1.0353,1.0482,1.3471,2017-01-12,0.363043621178717,0.636956378821283,1.051963,1.017578,1.017497,1.0172995
1.023,1.0321,0.99933,1.0141,1.6592,2017-01-13,0.220696704686711,0.779303295313289,1.04978736842105,1.01817157894737,1.017152,1.01794684210526
1.0115,1.0131,1.0089,1.0106,1.0578,2017-01-14,0.181559855576968,0.818440144423032,1.05958888888889,1.01950222222222,1.01850315789474,1.01919055555556
1.002,1.0136,1.0137,1.0075,0.76808,2017-01-15,0.241729839800019,0.758270160199981,1.02704117647059,1.01994941176471,1.01827,1.02031352941176
1.0173,1.0089,1.0075,1.0125,1.2237,2017-01-16,0.184009215500538,0.815990784499462,1.01670823529412,1.01977882352941,1.01783111111111,1.02030176470588
1.0219,1.0459,1.0179,1.0223,1.0737,2017-01-17,0.161515562959505,0.838484437040495,0.996862941176471,1.01921411764706,1.01689111111111,1.02009588235294
0.99436,1.0037,1.004,0.99914,0.76205,2017-01-18,0.154921501104915,0.845078498895085,1.01145117647059,1.01997294117647,1.01786888888889,1.02047823529412
1.0141,1.0268,1.0361,1.0242,0.69685,2017-01-19,0.239353465595924,0.760646534404076,1.02329294117647,1.01959647058824,1.01782444444444,1.01963705882353
1.0389,1.0303,1.0365,1.0371,1.0326,2017-01-20,0.311100496269855,0.688899503730145,1.01638117647059,1.01625352941176,1.01518611111111,1.01535470588235
1.0067,1.0051,1.0014,1.0043,1.1392,2017-01-21,0.230176417705421,0.769823582294579,1.05017529411765,1.01254176470588,1.01220277777778,1.01152235294118
1.0043,1.0085,1.0042,1.0046,1.0043,2017-01-22,0.325092986157958,0.674907013842042,1.01991352941176,1.01001235294118,1.00896388888889,1.01002235294118
1.0019,NA,NA,NA,NA,2017-01-23,0.202849255892832,0.797150744107168,0.997066470588235,1.01014764705882,1.00895277777778,1.01065588235294
1.0119,1.0098,1.0071,1.0088,1.1118,2017-07-09,0.991498673766101,0.00850132623389883,0.973142,1.010486,1.0083705,1.011431
1.0145,1.0091,1.0381,1.0279,0.68519,2017-07-10,0.994997932040222,0.00500206795977764,0.9562015,1.011367,1.008475,1.0126075
1.0249,1.0196,0.99637,1.0073,1.8657,2017-07-11,0.994878121347242,0.0051218786527585,0.9489345,1.011742,1.008545,1.0130775
1.0285,1.03,1.0311,1.0302,0.96063,2017-07-12,0.989736401504213,0.0102635984957872,0.9535145,1.012067,1.009075,1.0133725
1.0002,1.0057,1.0061,1.0043,0.8624,2017-07-13,0.995229049507875,0.00477095049212471,0.9536645,1.012667,1.009715,1.0138925
0.99695,1.0064,1.0109,1.0063,0.7059,2017-07-14,0.997134217548933,0.00286578245106689,1.0189885,1.013919,1.012765,1.0140175
1.0138,1.0231,1.0303,1.0245,0.75311,2017-07-15,0.998806921786995,0.00119307821300529,1.0669475,1.014964,1.0153925,1.0142125
1.0227,1.0224,1.0033,1.0112,1.4859,2017-07-16,0.999044387189565,0.000955612810434549,1.0980125,1.015644,1.0170375,1.0143475
0.99818,1.003,0.99908,0.99918,0.97481,2017-07-17,0.999239998102657,0.00076000189734314,1.0998825,1.016894,1.0184225,1.0154175
0.99302,1.0066,1.014,1.0067,0.58569,2017-07-18,0.999761772902094,0.00023822709790649,1.1051325,1.017729,1.0194225,1.0160825
1.0224,1.023,1.0358,1.0304,0.8148,2017-07-19,0.999957104360163,4.28956398371613e-05,1.1235225,1.018604,1.0208825,1.0165225
1.0002,1.0281,1.0233,1.0164,0.61555,2017-07-20,0.999986494585069,1.35054149306445e-05,1.1358785,1.018824,1.0213825,1.0160625
1.0071,1.0217,1.0163,1.0138,0.82657,2017-07-21,0.999996547685335,3.45231466487461e-06,1.1014085,1.020014,1.0220425,1.017589
1.0181,1.0082,1.011,1.013,1.1487,2017-07-22,0.999997999031081,2.00096891889865e-06,1.110572,1.020154,1.0225875,1.017524
1.0271,1.0313,1.0154,1.0208,1.2243,2017-07-23,0.999997890463423,2.10953657667134e-06,1.118547,1.021359,1.0240775,1.018649
1.0419,1.0418,1.0093,1.0227,1.7102,2017-07-24,0.999995982720119,4.01727988076809e-06,1.143352,1.022064,1.025515,1.018869
1.0511,1.0444,1.0153,1.0291,1.6913,2017-07-25,0.999981320864632,1.86791353677265e-05,1.1821215,1.022044,1.0268,1.018014
1.0454,1.0388,1.0117,1.025,1.6969,2017-07-26,0.999946788812049,5.32111879505742e-05,1.2497665,1.022944,1.029335,1.017954
1.0413,1.0433,1.0272,1.0332,1.2218,2017-07-27,0.999844522764283,0.000155477235716756,1.254631,1.02565,1.032181,1.020445
1.0292,1.0298,1.02,1.0238,1.1614,2017-07-28,0.99975783493055,0.000242165069449848,1.3004065,1.026915,1.035085,1.020835
1.0411,1.0382,1.0159,1.0263,1.4796,2017-07-29,0.999716104491133,0.000283895508867224,1.3522165,1.02744,1.037585,1.02016
1.0245,1.0813,1.0289,1.0323,0.93231,2017-07-30,0.999781277056585,0.000218722943414528,1.385764,1.02812,1.03957,1.020135
1.0381,1.0308,1.0269,1.0311,1.1763,2017-07-31,0.999875414923219,0.00012458507678083,1.4218205,1.03,1.042925,1.02107
1.0394,1.0299,1.0298,1.033,1.1439,2017-08-01,0.999862073409375,0.000137926590625297,1.4528255,1.032565,1.04703,1.022555
1.03,1.0217,1.0286,1.0284,1.0219,2017-08-02,0.999909151639478,9.08483605221765e-05,1.4437105,1.03418,1.04844,1.024365
1.0257,1.0343,1.0153,1.0204,1.202,2017-08-03,0.999935248702504,6.47512974962334e-05,1.4154605,1.035945,1.049665,1.02657
1.0395,1.0365,1.0132,1.0241,1.5285,2017-08-04,0.999817389405259,0.000182610594740936,1.4818255,1.03678,1.05215,1.02625
1.0734,1.0425,1.0021,1.0292,2.8388,2017-08-05,0.99932763103398,0.000672368966019925,1.5017155,1.038015,1.054325,1.02683
1.0551,1.073,1.0489,1.0533,1.0721,2017-08-06,0.991770505445772,0.00822949455422749,1.5120555,1.038735,1.05573,1.02735
1.0511,1.0237,1.0218,1.032,1.5012,2017-08-07,0.99038636333832,0.00961363666168029,1.5383255,1.04047,1.058545,1.02814
1.0724,1.0439,1.0223,1.0409,1.851,2017-08-08,0.981139904287401,0.0188600957125988,1.5591955,1.042855,1.062265,1.029525
1.0399,1.0357,1.0228,1.03,1.2865,2017-08-09,0.966930987899575,0.0330690121004252,1.577385,1.044,1.064435,1.03028
1.0742,1.0655,1.035,1.0514,1.5477,2017-08-10,0.935915741951442,0.0640842580485575,1.566699,1.04516,1.065115,1.03169
1.1002,1.074,1.0407,1.0643,1.7688,2017-08-11,0.927894375158783,0.0721056248412166,1.581024,1.046455,1.06709,1.03241
1.0553,1.0533,1.0516,1.0531,1.042,2017-08-12,0.910661633143333,0.0893383668566671,1.606124,1.050475,1.07291,1.035155
1.0664,1.054,1.0534,1.058,1.1452,2017-08-13,0.913207175742031,0.0867928242579687,1.623069,1.053265,1.0766,1.036975
1.1008,1.069,1.0089,1.0458,3.0186,2017-08-14,0.779370084364338,0.220629915635662,1.5935705,1.05594,1.078435,1.040495
1.0889,1.0667,1.0233,1.0497,2.0947,2017-08-15,0.380478521627888,0.619521478372112,1.5149055,1.058355,1.079385,1.043655
1.0694,1.0231,1.0376,1.0476,1.4286,2017-08-16,0.324426134055253,0.675573865944747,1.5183005,1.059195,1.08046,1.044345
1.0855,1.0953,1.0358,1.0585,1.6868,2017-08-17,0.20141464255696,0.79858535744304,1.51920052631579,1.06062631578947,1.08200526315789,1.04641
1.1155,1.0952,1.0436,1.074,1.897,2017-08-18,0.0616650580905797,0.93833494190942,1.49101631578947,1.06315789473684,1.08384736842105,1.04894
1.0679,1.0703,1.044,1.0552,1.2961,2017-08-19,0.0238797625114683,0.976120237488532,1.52965842105263,1.06622631578947,1.08897368421053,1.050275
1.0517,1.0599,1.0551,1.0543,0.96258,2017-08-20,0.0129672453843838,0.987032754615616,1.53757947368421,1.06847368421053,1.09205263157895,1.05168
1.0789,1.068,1.0442,1.0589,1.4304,2017-08-21,0.00706934019544235,0.992930659804558,1.50798473684211,1.06921578947368,1.09147894736842,1.053035
1.1464,1.1146,1.0835,1.1088,1.5239,2017-08-22,0.00298296497768679,0.997017035022313,1.52570578947368,1.06923684210526,1.09223684210526,1.05248
1.0995,1.1338,1.0517,1.0762,1.5409,2017-08-23,0.00187378179501362,0.998126218204986,1.53392157894737,1.06972105263158,1.09313684210526,1.052595
1.0762,1.0487,1.0836,1.0776,0.93853,2017-08-24,0.00232186721533883,0.997678132784661,1.43430578947368,1.07053157894737,1.09132105263158,1.05489
1.0924,1.0897,1.0653,1.0775,1.2655,2017-08-25,0.00480129451577972,0.99519870548422,1.38824789473684,1.07474736842105,1.09434736842105,1.059395
1.0766,1.0836,1.0627,1.0701,1.14,2017-08-26,0.00546194784353227,0.994538052156468,1.37341105263158,1.07984736842105,1.09912631578947,1.064265
NA,NA,1.0631,NA,NA,2017-08-27,0.00680878066881296,0.993191219331187,1.34844789473684,1.08221052631579,1.10073684210526,1.06694
1.1074,1.1096,1.0729,1.089,1.3155,2017-08-28,0.0121109257244243,0.987889074275576,1.31755315789474,1.08222105263158,1.09923684210526,1.067645
1.1373,1.1336,1.0495,1.0883,2.0207,2017-08-29,0.00500329663406611,0.994996703365934,1.31549526315789,1.08641578947368,1.10383157894737,1.071245
1.1327,1.1209,1.0631,1.0941,1.6982,2017-08-30,0.00186975488905129,0.998130245110949,1.31647526315789,1.08891052631579,1.10622105263158,1.073475
1.0893,1.0954,1.0678,1.0784,1.2065,2017-08-31,0.000964686790680023,0.99903531320932,1.30270157894737,1.09125263157895,1.10794736842105,1.07578
1.0697,1.0629,1.0405,1.0535,1.3787,2017-09-01,0.000836096187171696,0.999163903812828,1.29790157894737,1.08976842105263,1.10592105263158,1.07482
1.0835,1.0659,1.0557,1.0672,1.3013,2017-09-02,0.000316062081575066,0.999683937918425,1.28715947368421,1.08952105263158,1.10529473684211,1.07505
1.0663,1.0782,1.0548,1.0612,1.1259,2017-09-03,0.000270588087715716,0.999729411912284,1.29408421052632,1.08890526315789,1.10497368421053,1.074025
1.1464,1.1561,1.1134,1.1298,1.2196,2017-09-04,0.000300123802413104,0.999699876197587,1.28484210526316,1.08907894736842,1.10458421052632,1.07451
1.1602,1.1311,1.135,1.1445,1.1467,2017-09-05,0.000754953506853735,0.999245046493146,1.30352105263158,1.08942631578947,1.10600526315789,1.074235
1.1161,1.1303,1.0893,1.1034,1.2125,2017-09-06,0.000509471423608502,0.999490528576392,1.282282,1.087665,1.10305,1.074005
1.087,1.1202,1.0577,1.0742,1.31,2017-09-07,0.000691001914972692,0.999308998085027,1.2553825,1.085925,1.099735,1.07353
1.1552,1.1558,1.116,1.1349,1.257,2017-09-08,0.000846971817537982,0.999153028182462,1.1997185,1.085165,1.096255,1.07497
1.0971,1.1366,1.0997,1.1017,0.9812,2017-09-09,0.00114956415291128,0.998850435847089,1.1678435,1.08459,1.093765,1.07562
1.1117,1.1431,1.0903,1.1034,1.1687,2017-09-10,0.00337599063080448,0.996624009369196,1.1488285,1.0835,1.09164,1.075445
1.1079,1.0524,1.0643,1.0806,1.4327,2017-09-11,0.00429406154870317,0.995705938451297,1.121318,1.08462,1.09133,1.07763
1.0876,1.0913,1.0563,1.0715,1.3368,2017-09-12,0.00388565587345639,0.996114344126544,1.126063,1.084185,1.090785,1.076925
1.0701,1.0631,1.0631,1.0659,1.0701,2017-09-13,0.00274721274832157,0.997252787251678,1.122138,1.08504,1.09149,1.07794
1.085,1.0964,1.075,1.0808,1.0899,2017-09-14,0.0045208181009064,0.995479181899094,1.122398,1.080575,1.086525,1.073855
1.1036,1.0721,1.0572,1.0767,1.4949,2017-09-15,0.00549780064187657,0.994502199358123,1.10603,1.076235,1.080845,1.07035
1.0469,1.0644,1.0585,1.0542,0.87874,2017-09-16,0.0069398515130233,0.993060148486977,1.115505,1.07465,1.079565,1.06859
1.0411,1.0636,1.0634,1.0542,0.77751,2017-09-17,0.0196624331194656,0.980337566880534,1.1494,1.07464,1.080825,1.067615
1.0677,1.0688,1.0783,1.0731,0.90742,2017-09-18,0.0923164490608925,0.907683550939107,1.131248,1.07097,1.07572,1.065
1.0829,1.1211,1.0761,1.0826,1.0607,2017-09-19,0.173213901599158,0.826786098400842,1.165548,1.06887,1.075135,1.06184
1.0468,1.062,1.0643,1.0566,0.8262,2017-09-20,0.173302959611905,0.826697040388095,1.158713,1.06678,1.07278,1.0604
1.0635,1.0897,1.0842,1.0759,0.82849,2017-09-21,0.249857564116855,0.750142435883145,1.153113,1.06619,1.071485,1.059845
