year,month,day,47N,46N,45N,44N,43N,42N,41N,40N,39N,38N,37N,36N,35N,34N,33N,32N,31N
2002,1,17,6.764,-5.767,1.804,-8.215,6.742,21.29,28.043,53.942,65.126,37.911,24.63,10.986,12.154,3.913,0.627,0.403,1.02
2002,1,18,-7.603,-8.936,-0.063,-6.411,6.85,24.497,28.834,57.037,55.418,42.237,29.868,16.69,16.981,4.855,0.458,0.229,2.837
2002,1,19,7.279,1.364,7.64,-2.44,12.619,18.926,23.662,30.927,43.931,38.447,36.02,23.058,20.237,1.548,0.177,1.086,0.608
2002,1,20,-6.521,-5.278,-3.428,-10.209,-5.266,6.104,-1.086,1.314,8.856,15.04,29.573,28.286,24.809,5.714,0.838,0.59,1.436
2002,1,21,2.294,5.89,8.083,-3.883,2.526,10.865,-4.116,-0.142,-0.721,-3.588,12.639,17.664,18.719,9.142,1.567,2.212,1.989
2002,1,22,11.068,9.691,5.968,-4.135,0.357,5.844,4.036,7.574,17.904,17.243,28.639,31.839,30.868,20.46,6.525,5.306,6.743
2002,1,23,-2.28,-11.119,-5.175,-2.978,5.121,10.425,14.898,2.949,14.854,8.013,17.017,22.669,21.472,9.331,6.337,7.896,8.476
2002,1,24,-29.627,-14.983,-10.499,-10.621,-9.67,0.972,2.108,-9.01,-4.207,-20.04,-7.069,-5.197,-7.258,-0.337,1.836,3.267,5.248
2002,1,25,-8.543,-1.457,-9.244,-7.768,-16.216,-8.788,-13.621,-28.829,-27.607,-19.631,-8.567,-6.928,-1.788,1.593,0.971,2.059,1.46
2002,1,26,-9.602,4.962,0.491,-0.554,-4.479,4.034,-0.662,-8.686,-8.148,-9.536,-9.115,-2.764,-1.018,3.701,2.646,0.624,0.342
2002,1,27,0.15,3.384,-5.951,-7.423,-1.339,3.026,6.898,-2.439,1.614,-6.995,-2.948,1.784,0.258,1.444,1.375,0.406,-0.645
2002,1,28,-4.747,3.632,-4.035,-5.678,-9.65,-10.059,-12.136,-19.373,-13.609,-13.864,-8.929,-1.429,-2.889,1.405,1.473,-0.01,1.049
2002,1,29,0.274,6.754,9.316,8.267,19.61,20.953,11.843,4.906,17.895,9.112,-1.101,2.717,4.013,1.291,1.827,3.488,4.501
2002,1,30,-3.904,4.379,9.891,4.691,15.358,25.161,19.122,20.02,31.924,23.879,10.81,19.06,15.526,4.812,3.974,4.462,4.699
2002,1,31,-11.286,-9.69,-11.15,-16.299,-10.997,-5.071,-0.332,-3.742,4.506,0.845,8.02,9.09,13.591,2.652,1.8,3.039,2.588
2002,2,1,-11.424,-3.244,-4.885,-8.562,-6.991,-0.342,0.664,-5.928,-3.41,-3.778,-1.658,5.816,7.705,0.992,-0.576,2.418,1.644
2002,2,2,-29.045,-21.503,-18.493,-22.901,-23.282,-12.045,-11.818,-13.991,-4.494,-6.122,-6.541,9.788,15.377,0.322,0.188,2.763,-0.261
2002,2,3,-23.197,-4.82,-7.912,-4.025,1.027,8.38,7.786,8.217,0.838,-2.66,-1.41,7.035,14.568,-0.69,0.936,1.987,-0.436
2002,2,4,-16.612,-2.253,-0.749,-5.628,1.392,-1.228,-6.025,-6.475,-14.575,-6.849,-6.418,3.625,14.566,-1.893,1.439,2.083,-1.649
2002,2,5,-26.444,-10.775,-11.438,-16.824,-15.535,-6.159,-13.434,-0.772,8.604,13.575,3.884,16.364,16.153,0.22,0.399,-0.619,0.413
2002,2,6,-29.383,-8.876,-12.655,-10.664,-12.471,0.135,-14.156,3.66,8.598,7.636,-0.128,11.072,7.974,1.046,1.498,0.895,0
2002,2,7,-16.682,5.494,-2.189,1.475,-0.441,2.371,-6.689,1.543,-7.193,-6.088,-14.122,-3.447,-0.305,1.678,3.39,1.689,3.564
2002,2,8,4.432,10.653,8.549,4.364,7.562,13.486,6.997,9.328,-0.029,3.71,-7.566,8.986,6.852,3.233,5.179,6.476,8.493
2002,2,9,-1.656,4.547,6.814,-1.848,3.845,7.596,-2.037,2.97,-4.963,-1.854,-7.566,8.008,0.454,-3.513,0.849,1.311,3.29
2002,2,10,4.771,-1.329,2.517,0.443,2.626,3.495,4.025,5.65,1.282,7.335,-3.798,4.304,-1.834,-5.138,0.445,1.686,-1.939
2002,2,11,9.029,3.666,13.752,8.018,21.911,25.129,9.993,9.707,2.348,9.281,0.32,3.832,2.887,-1.738,0.458,0.903,-0.268
2002,2,12,22.201,8.619,16.25,7.548,22.116,12.724,5.463,6.769,6.437,13.445,-0.737,12.168,7.137,2.221,1.051,1.626,1.122
2002,2,13,25.414,10.753,17.936,15.03,27.226,24.209,22.81,19.492,18.449,18.275,7.901,18.104,9.52,2.789,0.253,-0.011,0.605
2002,2,14,10.033,-0.016,15.028,9.926,26.121,31.322,25.134,17.331,7.93,7.783,-3.289,4.663,1.61,1.817,1.247,1.003,0.361
2002,2,15,1.692,-6.438,-0.944,-5.305,1.494,1.012,1.929,-0.336,-2.146,1.468,-7.357,-2.054,-3.031,1.305,1.514,1.299,3.094
2002,2,16,-9.114,-8.359,-2.593,-1.119,0.261,-2.647,-4.619,-9.398,-7.531,-8.925,-14.225,-3.292,-1.719,2.906,2.766,4.569,4.877
2002,2,17,1.813,0.375,3.525,2.336,7.424,6.237,6.053,-0.68,-2.532,-1.194,-5.32,11.46,7.969,6.196,3.104,1.686,4.072
2002,2,18,-9.351,-7.743,-6.052,-6.676,-5.477,-4.698,-3.287,-6.449,0.236,1.944,-3.8,13.317,12.171,9.151,3.942,4.536,3.695
2002,2,19,-23.544,-7.383,-10.682,-4.659,-3.942,-6.787,-12.028,-6.528,1.175,3.703,-4.566,6.55,3.026,2.144,2.251,2.487,4.893
2002,2,20,-3.097,0.914,-5.027,-4.149,-6.309,-6.365,-10.888,-9.754,-4.702,-3.059,-7.196,2.858,8.209,-2.106,2.094,5.333,4.782
2002,2,21,-31.265,-16.574,-22.585,-15.926,-19.673,-9.11,-7.874,-4.576,0.657,1.633,-3.086,2.113,-0.898,-4.662,1.017,1.357,2.104
2002,2,22,-2.097,7.205,-7.261,-5.273,-10.567,-10.268,-8.038,-8.905,-6.724,-6.387,-5.06,-2.316,1.357,-2.863,0.564,-0.419,-1.946
2002,2,23,-0.598,4.034,-3.927,-0.391,-1.555,-2.305,-2.204,-2.168,-2.484,2.112,2.494,13.789,21.434,8.196,3.357,1.441,2.557
2002,2,24,0.66,0.757,-0.257,3.189,13.283,22.733,23.882,28.428,25.295,13.617,14.368,22.849,20.795,7.57,3.493,2.131,2.405
2002,2,25,-0.215,3.446,5.404,8.389,25.505,41.055,34.656,35.965,24.179,8.444,7.582,3.713,0.29,0.382,1.221,0.22,1.33
2002,2,26,12.941,8.24,18.068,18.366,40.633,50.261,38.218,31.889,17.299,3.113,2.843,-4.851,-2.564,-1.872,1.504,1.395,1.721
2002,2,27,16.093,8.67,19.373,18.16,52.241,79.041,76.375,42.287,21.32,5.017,3.626,-3.119,-1.826,0.267,1.82,0.839,2.946
2002,2,28,28.144,10.085,22.877,12.572,49.076,84.693,110.54,91.19,50.827,16.025,8.226,7.101,2.663,0.582,1.253,1.388,0.02
2002,3,1,15.7,3.44,22.643,9.813,49.348,68.852,93.625,80.704,60.194,29.693,17.208,11.201,-0.942,-1.453,0.494,0.761,-0.206
2002,3,2,8.365,-0.875,11.494,-5.44,25.422,25.441,35.402,15.348,9.131,2.452,2.844,0.078,-3.201,-1.85,0.967,0.09,-0.969
2002,3,3,-4.537,-9.593,-0.362,-9.855,7.191,-8.731,1.173,-8.681,-5.257,0.649,-1.31,0.372,-1.847,-0.916,0.276,0.318,0.579
2002,3,4,-6.566,1.051,-0.711,-4.025,0.69,-12.805,-3.722,-6.665,-4.54,0.347,0.711,-1.464,-3.157,-0.846,0.82,1.538,2.103
2002,3,5,6.261,2.132,4.897,-3.381,-4.345,-16.489,-19.833,-13.943,-13.387,-7.979,-6.177,-3.525,-2.58,2.25,1.929,2.599,3.576
2002,3,6,6.512,6.204,7.713,0.875,0.812,-8.206,-14.046,-9.17,-5.421,-6.436,-6.485,-4.355,-3.794,0.913,1.57,2.229,3.174
2002,3,7,3.37,7.534,11.794,4.189,13.063,17.545,10.591,10.773,12.868,10.021,4.481,4.75,2.819,2.322,1.251,0.615,1.65
2002,3,8,4.166,3.167,8.17,-4.2,4.606,3.537,2.126,4.45,12.462,4.671,10.872,19.535,20.167,10.45,4.214,2.678,4.25
2002,3,9,-33.8,-31.384,-25.381,-27.279,-44.633,-42.479,-28.744,-19.264,-8.565,-9.315,-1.084,-3.418,0.224,-0.22,1.368,1.659,2.574
2002,3,10,-50.231,-30.363,-32.968,-23.872,-36.61,-37.995,-24.116,-15.361,-9.931,-11.986,-1.675,-1.212,-0.406,2.893,2.411,3.39,3.283
2002,3,11,-46.344,-19.896,-32.386,-22.331,-31.977,-29.602,-20.578,-14.485,-9.971,1.234,5.475,11.769,12.725,6.678,2.282,1.92,3.215
2002,3,12,-20.771,2.183,-5.914,-3.672,-6.939,1.067,6.783,5.552,15.315,5.467,13.457,24.256,21.452,9.618,1.197,2.342,1.689
2002,3,13,4.745,17.235,13.939,15.511,21.696,29.517,29.431,31.257,44.277,36.197,42.206,48.912,49.34,25.501,4.897,4.412,6.985
2002,3,14,17.263,15.687,19.806,16.817,27.92,33.334,35.81,46.074,69.684,51.469,56.717,53.161,53.089,35.403,16.487,16.14,17.554
2002,3,15,16.328,9.53,13.62,7.599,17.399,26.374,22.19,33.834,57.541,32.585,47.877,41.728,40.209,26.88,10.658,7.769,8.969
2002,3,16,24.701,13.933,21.236,3.498,13.862,20.613,18.822,26.836,46.431,16.389,35.023,17.428,28.77,30.131,15.514,9.089,12.948
2002,3,17,11.884,0.101,6.386,-1.703,10.853,10.073,14.623,13.435,22.926,7.099,29.432,7.073,17.167,18.804,14.999,7.255,10.259
2002,3,18,-7.233,-11.624,-6.766,-7.19,2.638,5.715,15.2,21.893,41.873,26.127,47.846,40.794,43.168,19.61,17.461,8.372,6.581
2002,3,19,-9.43,-5.06,-4.201,-8.232,0.825,6.116,9.206,4.557,7.149,0.044,21.425,4.914,11.789,-3.733,5.025,0.004,-2.447
2002,3,20,0.975,2.689,3.293,-5.215,0.574,-13.041,-13.189,-15.775,-24.146,-20.413,0.771,-18.151,-13.48,-11.835,-2.194,0.715,-6.578
2002,3,21,7.138,1.076,0.876,-10.407,-6.815,-17.831,-18.785,-20.395,-27.213,-14.735,2.554,-10.568,0.605,-0.826,1.346,0.923,-1.542
2002,3,22,2.241,3.024,2.225,-5.351,-0.689,-13.812,-12.313,-7.304,-11.496,-8.449,-1.898,-5.141,4.437,4.219,2.143,0.067,-1.588
2002,3,23,0.988,-1.303,-3.4,-3.819,7.31,3.176,10.516,10.91,7.741,5.93,2.19,-1.838,1.645,5.015,2.294,-0.715,1.899
2002,3,24,-4.872,2.91,3.281,-1.719,6.2,2.481,5.6,4.88,12.336,3.813,2.586,7.311,17.686,13.875,9.795,4.791,4.542
2002,3,25,-2.447,2.433,3.046,1.043,11.558,7.562,5.211,2.755,4.794,-7.68,-3.783,4.89,15.655,5.457,7.23,2.624,4.512
2002,3,26,-3.068,3.253,6.874,0.753,13.569,12.675,12.424,10.384,11.01,-2.947,-0.015,5.553,12.612,4.714,6.186,1.538,2.44
2002,3,27,-5.097,-2.284,4.13,-1.129,12.851,27.973,29.658,46.499,48.402,32.475,14.779,10.894,11.771,5.103,4.616,-0.825,1.482
2002,3,28,5.967,1.865,9.349,3.942,26.549,47.453,53.231,62.731,68.661,30.192,1.118,2.623,1.118,0.431,1.032,-0.375,-1.737
2002,3,29,5.887,0.879,7.772,7.464,38.794,63.578,69.482,69.539,65.858,25.131,4.703,6.696,6.648,5.199,1.657,1.007,0.299
2002,3,30,2.89,2.025,16.922,13.121,45.811,64.753,69.481,50.886,42.575,13.127,4.41,8.026,6.766,3.866,1.876,1.692,1.637
2002,3,31,0.881,1.781,16.054,11.379,44.424,58.304,61.995,40.977,36.084,8.892,4.931,10.321,7.339,4.427,1.04,1.307,1.684
2002,4,1,16.506,16.123,30.237,25.445,66.287,86.309,82.66,53.017,37.886,7.397,1.77,10.037,-0.626,2.742,-0.106,1.955,1.828
2002,4,2,17.291,18.494,39.7,30.179,76.228,93.025,91.415,43.113,31.32,12.105,3.745,5.988,-3.741,-0.469,-0.595,1.757,-0.951
2002,4,3,18.074,12.143,33.33,12.415,45.402,32.571,35.657,8.229,18.077,5.543,0.289,2.454,-4.708,-2.075,-1.051,1.261,-0.394
2002,4,4,14.897,8.791,13.072,-9.604,0.882,-24.641,-17.048,-16.272,-1.404,-3.742,-4.589,-0.15,-7.348,-3.547,-1.208,1.246,0.528
2002,4,5,-0.569,-4.106,-2.968,-3.31,-1.798,-18.977,-16.324,-13.422,-4.472,-2.836,-11.826,1.702,-8.599,-2.028,-1.119,1.132,0.123
2002,4,6,-0.09,1.691,6.784,4.282,11.691,1.682,4.441,6.589,11.792,11.121,-1.717,9.114,2.533,5.746,1.853,2.074,-0.283
2002,4,7,2.307,2.689,7.057,2.408,10.061,9.254,10.136,24.849,34.73,31.876,15.009,30.918,24.403,12.173,3.143,2.216,0.16
2002,4,8,3.657,1.158,6.587,-0.303,2.904,-12.09,-13.088,-1.837,0.435,0.973,1.872,22.132,14.554,8.724,1.849,2.694,1.587
2002,4,9,-4.828,-10.587,-11.256,-19.686,-24.782,-34.313,-32.199,-18.455,-19.35,-15.609,-6.909,1.543,6.009,9.103,3.477,4.246,4.527
2002,4,10,-11.571,-7.283,-8.082,-12.156,-11.1,-12.51,-11.546,-1.561,-3.518,-0.15,0.575,7.921,11.405,11.77,5.299,5.226,6.547
2002,4,11,-10.019,-5.244,-6.741,-8.578,-7.314,-4.693,-2.888,10.454,5.857,-1.703,2.769,6.043,6.59,2.136,0.693,0.872,-1.766
2002,4,12,-9.737,-7.009,-6.357,-5.699,-3.502,-8.368,-2.448,10.379,5.606,1.11,1.881,3.481,1.2,-1.091,-0.852,-0.471,-4.175
2002,4,13,-28.009,-20.012,-25.868,-24.401,-15.825,-16.229,-0.578,12.397,28.31,26.294,26.94,34.194,36.852,7.495,2.577,1.318,-0.833
2002,4,14,-10.147,-1.567,-5.88,-5.202,4.707,7.573,9.83,31.74,45.667,33.353,36.53,45.071,52.491,11.175,2.542,-0.639,-2.589
2002,4,15,12.553,13.273,12.206,10.778,19.74,24.33,21.756,55.442,90.893,59.203,62.923,71.537,67.533,24.458,4.197,-0.429,-2.508
2002,4,16,5.941,6.512,8.131,6.685,9.937,9.534,5.15,21.717,31.429,-11.875,14.252,9.704,16.804,14.758,4.493,0.599,0.596
2002,4,17,2.65,2.708,8.684,8.467,14.816,16.832,13.15,28.084,39.014,-18.525,15.276,-12.432,18.169,15.264,5.137,3.799,5.461
2002,4,18,5.088,2.624,8.151,12.35,23.225,27.662,31.586,39.197,55.045,22.348,37.415,25.853,42.162,29.275,8.066,6.033,10.476
2002,4,19,3.81,3.805,12.155,17.672,32.917,55.92,67.245,78.155,88.618,35.743,49.182,29.376,40.391,29.286,8.947,6.368,8.798
2002,4,20,4.947,3.99,10.694,12.453,29.167,57.669,59.889,71.817,64.101,18.937,25.019,2.809,10.183,9.692,3.678,2.656,4.422
2002,4,21,12.13,5.926,13.404,9.584,22.108,32.801,37.502,31.484,24.883,-0.41,8.438,-0.865,8.599,5.753,2.351,5.215,6.63
2002,4,22,13.842,6.52,18.35,10.297,32.823,57.947,71.733,51.062,28.666,5.885,15.86,8.935,13.501,6.94,2.243,3.294,2.592
2002,4,23,16.986,7.69,22.055,20.366,60.592,103.1,96.696,53.163,15.137,-2.959,8.179,0.116,1.772,-0.309,0.316,1.824,0.471
2002,4,24,12.984,9.809,28.77,27.162,52.072,63.352,31.196,-0.585,-13.97,-14.649,-3.023,-8.264,-2.744,-2.144,0.573,1.887,1.447
2002,4,25,16.781,7.499,21.044,18.378,27.606,25.463,18.319,17.241,20.902,7.687,6.24,-3.116,-5.035,0.009,0.744,1.415,3.733
2002,4,26,3.571,3.392,9.902,5.556,22.973,48.931,49.483,83.232,98.348,53.649,31.231,19.24,7.087,4.335,1.26,0.648,1.267
2002,4,27,2.852,2.843,10.224,6.663,12.316,17.868,27.02,33.875,44.38,16.83,23.456,12.352,8.719,5.867,1.825,1.312,1.855
2002,4,28,0.529,-1.391,4.389,-5.089,-7.741,-17.038,0.814,-8.396,-7.66,-19.905,2.436,-4.163,2.075,0.419,1.386,2.004,5.43
2002,4,29,6.844,7.263,11.515,16.578,18.955,-6.096,4.071,-28.921,-14.982,-14.006,-4.941,-4.812,3.484,4.25,1.438,2.37,8.15
2002,4,30,8.709,5.738,7.467,4.611,3.846,-12.023,1.79,-2.684,14.779,17.318,16.333,23.684,29.181,19.491,3.829,2.744,8.043
2002,5,1,-1.039,0.838,3.658,2.85,4.714,-3.155,1.321,13.333,32.085,27.424,26.093,39.8,43.573,30.623,7.089,4.685,7.844
2002,5,2,7.777,9.012,12.676,16.488,26.962,36.733,26.773,37.172,44.638,21.157,21.403,31.255,28.272,12.075,4.307,3.079,6.955
2002,5,3,8.928,6.7,13.124,9.967,29.357,47.557,30.694,44.135,38.221,3.042,12.359,3.108,12.523,7.055,2.441,3.458,7.614
2002,5,4,-1.543,-2.067,2.706,-2.005,16.513,40.869,41.484,51.001,37.711,5.889,10.636,-6.496,4.106,8.171,1.902,2.713,6.157
2002,5,5,0.208,-3.175,1.256,-5.389,3.132,3.513,24.544,53.511,66.25,43.333,27.739,7.865,8.72,6.688,1.336,1.768,1.544
2002,5,6,2.325,2.745,5.28,4.116,23.288,42.171,54.759,74.44,91.851,64.469,50.194,40.601,30.123,9.289,0.976,0.256,-0.791
2002,5,7,6.608,6.058,10.139,10.739,37.209,75.444,74.182,104.3,111,54.18,53.61,43.835,32.556,21.824,2.702,0.81,4.962
2002,5,8,9.705,6.161,12.317,14.452,47.97,89.444,66.717,84.344,72.698,26.049,39.412,17.726,18.25,16.279,2.638,1.695,6.942
2002,5,9,15.312,9.578,18.722,14.087,44.708,66.554,51.351,84.841,92.633,52.208,50.282,41.897,32.804,18.359,1.913,1.462,5.156
2002,5,10,8.548,5.897,14.714,7.646,42.606,77.354,78.096,104.2,128.44,79.331,81.724,71.668,55.404,33.023,3.149,2.252,5.962
2002,5,11,11.251,11.639,21.56,22.06,47.182,42.674,54.809,30.872,22.066,-19.989,22.922,-12.42,8.5,9.004,1.736,2.519,7.772
2002,5,12,12.792,7.597,11.507,2.335,9.333,-18.354,13.847,-11.347,-24.481,-46.674,6.613,-25.828,2.985,-1.204,1.247,2.349,3.627
2002,5,13,0.632,-2.323,-0.464,-5.974,6.485,-9.107,10.061,-2.184,11.683,-1.572,29.932,11.538,22.99,15.087,1.942,2.76,4.389
2002,5,14,3.6,7.779,9.985,19.355,48.095,71.205,89.108,95.186,107.44,79.96,74.575,58.451,47.297,30.852,2.744,2.819,2.898
2002,5,15,7.294,10.494,17.913,21.218,71.038,91.643,90.859,127.19,102.53,59.092,62.344,35.65,18.263,16.211,1.205,1.343,2.396
2002,5,16,-0.719,-1.35,0.929,-12.247,1.119,-22.227,-6.628,35.09,24.382,5.453,43.807,18.745,10.249,6.619,0.597,0.605,0.068
2002,5,17,-2.121,-4.201,-2.156,-10.949,4.826,-7.847,15.059,34.747,25.045,16.069,48.786,18.39,28.213,12.145,0.709,0.925,0.633
2002,5,18,2.202,1.999,2.876,-2.926,9.985,-20.813,7.446,-1.981,-18.357,-34.353,15.852,-15.376,11.99,8.844,0.849,1.047,-0.102
2002,5,19,1.809,-0.551,-2.137,-7.596,-11.703,-32.638,-21.057,-27.421,-24.684,-32.184,6.237,-25.065,-4.757,6.406,1.424,1.118,2.843
2002,5,20,-2.707,-0.574,-1.312,-6.304,-2.846,-15.044,-4.539,-14.086,-7.18,-10.311,8.462,-9.051,-3.032,4.29,0.551,0.73,2.197
2002,5,21,-0.893,0.656,0.299,-0.217,3.321,-3.097,-3,-9.957,-0.368,-2.707,12.907,8.552,11.06,12.82,1.02,2.236,6.034
2002,5,22,0.284,0.006,1.144,-1.603,4.68,1.256,-4.988,-16.385,-7.827,-13.905,4.965,13.51,16.328,19.956,2.057,3.306,8.086
2002,5,23,-1.003,0.034,2.157,1.985,12.41,14.768,6.794,3.1,15.894,5.302,7.497,8.771,6.395,12.524,1.304,1.146,4.137
2002,5,24,2.103,1.12,2.012,2.487,10.672,10.291,5.546,5.348,21.247,17.388,15.105,2.919,1.917,0.245,0.156,-0.271,-0.591
2002,5,25,1.317,1.594,4.763,3.923,12.842,11.77,9.321,3.101,23.745,18.861,14.684,1.989,5.862,-1.354,0.008,-0.243,-1.013
2002,5,26,1.668,1.409,3.781,1.911,8.477,3.92,6.298,-5.085,24.534,16.854,17.056,9.273,11.574,0.738,0.187,0.131,-0.856
2002,5,27,-2.576,-3.875,-6.15,-11.422,-21.951,-27.39,-23.472,-23.329,-5.245,-11.488,-5.223,-5.406,2.97,3.986,0.469,1.139,1.472
2002,5,28,-6.369,-7.045,-8.073,-10.916,-15.773,-13.573,-14.431,-11.192,-3.337,-3.842,-7.102,2.502,6.898,6.634,0.919,1.838,2.379
2002,5,29,-1.782,-0.513,-0.517,-1.921,-3.893,-6.086,-12.015,-8.785,-1.821,-3.61,-6.925,12.325,11.732,3.304,0.434,0.897,0.124
2002,5,30,0.132,1.087,1.754,0.329,1.629,7.169,-6.556,20.085,30.183,16.87,4.989,7.859,8.869,-0.334,0.028,0.08,-2.352
2002,5,31,0.605,1.226,3.464,4.994,20.619,47.526,34.849,74.197,74.008,44.103,14.419,0.742,4.683,0.047,0.141,0.014,-1.22
2002,6,1,2.312,2.242,5.761,7.147,25.107,61.606,41.176,77.366,90.602,57.441,21.627,12.821,12.201,3.924,0.327,0.255,0.004
2002,6,2,1.282,0.542,3.461,3.694,20.38,57.211,46.419,78.099,107.16,79.021,37.962,30.778,28.303,12.545,1.182,1.311,2.386
2002,6,3,-0.439,-0.462,-1.301,-1.851,2.329,6.285,12.1,45.485,68.331,55.103,33.569,34.221,29.251,13.204,1.206,1.339,2.957
2002,6,4,-0.688,-0.529,-1.75,-2.102,-3.724,-16.19,-13.688,19.561,23.512,21.999,24.075,25.423,21.397,3.651,0.243,0.559,1.685
2002,6,5,0.061,0.276,2.742,2.142,8.882,21.998,14.451,45.232,44.035,32.864,23.266,10.068,14.024,-0.304,-0.051,0.258,-0.096
2002,6,6,1.051,0.84,6.267,9.653,36.739,109.93,91.92,129.71,127.01,87.703,48.347,18.68,18.577,0.895,0.114,0.242,-0.273
2002,6,7,2.123,1.216,6.182,11.063,48.421,132.76,136.03,180.94,203.07,145.09,88.688,46.365,29.785,2.058,0.119,0.218,-0.43
2002,6,8,1.877,0.465,3.579,3.902,23.198,86.478,92.04,159.82,193.23,147.92,109.19,54.293,34.523,3.964,0.152,0.227,-0.504
2002,6,9,1.741,0.352,2.014,1.098,15.489,62.501,30.85,89.374,115.79,107.91,93.72,54.787,41.056,3.324,-0.092,-0.083,-0.538
2002,6,10,0.636,0.098,1.018,1.233,14.384,37.726,5.873,41.393,56.713,21.869,22.641,3.682,9.711,0.441,-0.142,-0.001,-0.167
2002,6,11,1.961,0.458,2.236,7.161,21.698,40.402,49.041,33.528,19.198,-5.486,-0.717,-9.369,-1.778,-1.001,-0.191,-0.185,-0.4
2002,6,12,3.406,1.317,6.449,9.849,14.149,-9.28,15.6,-7.034,6.207,-9.745,1.563,-7.131,-2.97,-0.418,-0.144,0.425,1.582
2002,6,13,-0.17,-0.211,-0.752,-2.472,0.796,-1.763,9.387,-15.284,4.762,-4.86,-0.427,-0.83,-0.641,1.011,0.216,1.262,3.422
2002,6,14,-1.772,-0.619,-1.342,-5.048,-2.06,-1.424,-2.228,-13.635,9.238,3.945,10.728,20.913,16.165,5.019,0.561,1.487,3.97
2002,6,15,-0.141,-0.253,-0.232,-2.545,-0.349,-2.428,1.227,-3.027,13.085,1.567,12.529,29.367,22.396,5.982,0.359,0.805,1.839
2002,6,16,-0.988,-1.052,-0.559,-1.638,0.296,6.659,5.286,8.927,13.701,-2.055,4.945,19.249,15.821,4.063,0.147,0.571,1.287
2002,6,17,-1.694,-1.524,-0.966,-4.969,-4.36,2.665,-7.047,-3.574,5.225,-3.467,4.039,20.815,23.761,5.401,0.119,0.427,0.833
2002,6,18,-0.041,-0.123,0.18,-1.667,-1.572,8.741,8.559,17.774,21.898,10.271,11.822,28.559,33.348,9.3,0.221,0.383,0.689
2002,6,19,0.29,0.354,0.93,3.727,8.519,40.129,42.885,84.596,85.297,62.289,41.887,38.364,32.622,8.986,0.329,0.415,0.499
2002,6,20,2.652,2.766,3.697,7.159,14.693,41.774,29.622,70.043,70.77,32.015,30.759,20.399,24.892,8.575,0.541,0.493,1.288
2002,6,21,2.122,1.322,2.462,2.802,7.538,21.701,7.571,31.055,30.008,-10.784,11.203,4.079,13.934,6.465,0.582,1.243,2.472
2002,6,22,0.015,-0.401,-0.391,-1.408,-0.731,1.084,2.148,18.903,20.055,-13.911,8.383,5.906,8.659,4.181,0.512,1.422,2.506
2002,6,23,-0.484,-0.257,-0.347,0.111,1.786,3.143,2.119,11.183,15.086,-5.141,11.831,17.914,12.059,2.593,0.225,0.892,1.161
2002,6,24,0.574,0.352,0.508,0.921,2.067,4.81,-2.314,20.057,26.607,0.753,12.949,17.098,9.554,3.932,0.241,0.355,0.569
2002,6,25,0.176,0.069,0.225,0.098,1.562,5.553,4.42,31.542,30.992,5.312,9.621,7.352,5.367,3.051,0.248,0.753,0.981
2002,6,26,0.384,0.29,0.313,0.49,2.699,6.896,13.965,37.454,44.728,16.643,12.711,10.431,5.843,2.357,0.293,0.959,1.495
2002,6,27,0.433,0.008,-0.203,-0.832,-0.635,-0.827,0.967,19.231,35.032,13.689,12.68,19.288,11.527,4.153,0.436,1.06,1.6
2002,6,28,-0.314,-0.053,-0.584,-2.9,-2.152,-2.139,-1.083,2.43,6.402,-9.355,-1.541,14.922,4.594,3.296,1.469,0.844,1.356
2002,6,29,-0.039,-0.001,0.024,0.513,1.354,1.113,1.116,0.227,-1.551,-11.987,-1.166,15.584,7.703,1.917,0.669,0.133,0.592
2002,6,30,0.014,0.006,0.113,-0.249,-0.713,-0.719,-4.491,10.935,22.176,19.751,12.643,14.652,11.772,0.474,0.238,-0.541,-0.172
2002,7,1,0.001,0.005,0.261,2.211,4.42,12.244,19.931,42.49,46.724,25.02,7.629,-4.917,1.963,-0.862,-0.047,-0.678,-0.313
2002,7,2,0.032,0.044,1.646,4.459,15.54,40.795,36.557,51.969,27.935,3.456,-3.774,-4.5,-2.528,-0.683,0.208,-0.492,0.18
2002,7,3,0.022,0.083,1.096,2.05,12.521,28.494,25.956,47.226,44.769,22.168,5.361,7.297,4.135,1.863,0.543,0.474,1.179
2002,7,4,-0.004,-0.048,0.011,1.121,10.468,27.046,22.648,54.553,69.266,46.481,17.13,22.133,8.647,2.331,0.409,0.363,1.031
2002,7,5,0.009,0.133,1.237,1.579,5.854,2.408,-3.089,26.736,32.679,12.751,9.309,15.518,5.429,2.112,0.417,0.256,0.586
2002,7,6,0.001,0.081,0.01,-0.795,-1.872,-3.159,-8.048,12.351,13.113,-6.848,8.017,10.711,8.067,2.932,0.269,0.522,1.276
2002,7,7,0.001,-0.051,-0.232,-0.43,-0.19,-0.332,-2.024,7.977,4.971,-10.705,6.528,13.064,14.377,4.88,0.239,0.649,0.925
2002,7,8,0.001,-0.022,0.089,0.351,1.233,1.746,2.004,13.517,16.402,6.552,11.267,14.879,18.29,4.498,0.272,0.29,0.197
2002,7,9,0.016,0.057,1.192,1.899,6.176,10.92,8.536,28.289,26.414,10.308,9.269,-6.178,4.383,-0.116,0.034,-0.091,-0.342
2002,7,10,0.065,0.281,3.906,3.911,9.805,19.025,13.395,31.748,21.514,5.663,3.743,-6.221,3.681,-0.081,0,0.065,-0.364
