year,month,day,47N,46N,45N,44N,43N,42N,41N,40N,39N,38N,37N,36N,35N,34N,33N,32N,31N
1988,1,1,-0.16,1.009,1.258,-0.305,-0.425,-1.376,1.512,3.032,-2.078,-4.71,-3.334,0.09,-2.513,-2.615,-0.364,0.401,-1.702
1988,1,2,-0.597,0.205,0.106,-3.144,-7.652,-8.47,-11.014,-10.985,-9.412,-10.523,-7.536,-2.162,-2.704,-2.863,0.261,0.131,-1.202
1988,1,3,-7.338,-5.659,-8.082,-3.691,-7.587,-22.571,-11.595,-24.724,-22.273,-19.285,-14.804,-8.665,-7.288,-2.914,0.06,0.124,-1.064
1988,1,4,-6.76,1.09,0.077,1.464,7.628,-2.614,2.573,-0.63,-2.594,-4.892,-6.809,-5.435,-5.68,-1.336,-0.024,0.634,-0.305
1988,1,5,-4.905,1.673,-1.923,-0.698,3.934,-7.129,1.482,2.553,4.255,2.906,1.264,5.047,0.719,1.509,0.126,-0.891,-0.542
1988,1,6,-0.552,2.818,0.977,0.127,5.558,-0.175,4.813,7.241,9.007,1.191,-0.074,4.646,-1.455,1.169,0.068,1.412,1.291
1988,1,7,-4.538,0.08,-1.307,0.392,3.615,-2.263,-1.265,3.254,1.706,-1.39,-1.456,2.918,0.09,0.536,0.88,1.124,2.455
1988,1,8,-2.842,1.366,-0.598,-0.81,-0.644,-1.797,-1.727,1.342,3.073,1.352,0.647,6.444,2.08,1.704,1.601,1.792,3.226
1988,1,9,-6.88,-1.442,-4.333,-3.938,-5.335,-5.281,-6.285,-1.939,0.553,-2.468,-0.207,2.476,1.179,1.427,0.679,1.59,2.162
1988,1,10,-0.532,1.332,0.266,0.572,1.67,-11.695,-10.065,-3.96,-4.645,-2.959,-0.514,3.685,1.642,0.523,0.473,1.123,0.163
1988,1,11,7.462,7.639,10.378,7.878,17.509,11.513,3.483,9.096,9.217,5.682,5.528,11.291,7.146,3.38,1.849,2.043,2.045
1988,1,12,-23.037,-14.383,-17.303,-11.719,-22.683,-16.959,-8.339,-2.467,0.559,1.735,4.696,10.626,5.312,2.761,1.381,1.074,2.56
1988,1,13,-22.935,-3.514,-6.514,-0.119,-8.938,-11.579,-10.219,-10.976,-7.656,-3.857,-0.795,1.74,0.591,0.292,0.325,-0.395,1.39
1988,1,14,-36.342,-12.88,-22.856,-13.269,-34.538,-35.62,-22.089,-18.736,-13.172,-5.025,-0.258,0.025,0.363,-1.125,1.347,0.219,0.505
1988,1,15,-11.255,2.334,-4.437,0.096,-6.9,-6.567,-2.235,1.245,2.333,0.86,0.917,2.134,1.626,1.557,1.562,0.039,1.053
1988,1,16,0.14,8.85,4.529,3.07,4.859,5.298,5.653,6.089,5.558,2.937,1.043,3.147,1.148,1.744,0.897,0.448,0.807
1988,1,17,-1.891,2.676,3.54,2.448,6.08,5.76,8.371,16.452,19.679,10.604,9.645,20.682,25.309,17.347,-0.175,-2.348,0.892
1988,1,18,1.858,4.274,6.129,2.229,8.931,10.255,4.458,14.109,24.186,22.774,27.035,54.095,43.224,27.533,17.965,14.631,19.761
1988,1,19,-5.871,-2.158,-0.35,-2.403,-1.173,1.182,-0.802,9.836,19.364,6.513,7.65,19.686,10.657,5.276,1.208,-0.354,-2.401
1988,1,20,-3.033,3.889,2.616,-1.097,1.157,4.787,-3.606,4.115,-1.786,-7.36,1.162,1.591,-0.27,-10.347,-4.475,-0.828,-9.425
1988,1,21,0.666,1.897,6.018,0.943,2.168,6.38,-7.953,6.356,8.227,7.019,7.084,3.861,11.978,-2.529,1.916,-0.817,-7.512
1988,1,22,2.6,1.539,1.778,-3.578,-6.469,1.03,5.695,11.496,7.564,-0.18,3.46,-4.559,-3.651,-3.464,-2.039,-0.406,-4.283
1988,1,23,-2.065,-4.27,-1.631,1.88,5.64,9.093,4.248,8.234,-3.746,-1.379,3.687,-2.035,-2.252,0.156,0.029,1.166,-0.551
1988,1,24,-4.055,0.955,0.65,-0.166,0.386,2.663,1.815,-0.227,-1.867,2.961,0.437,-4.029,-2.179,0.133,0.154,-0.441,-0.874
1988,1,25,-2.95,0.758,1.437,1.348,3.968,3.287,3.796,7.812,6.086,-1.098,1.739,-0.29,0.081,0.882,-2.9,-0.34,-1.788
1988,1,26,-2.469,2.017,6.715,2.539,3.422,-1.018,-0.203,5.152,-1.116,0.514,0.13,-0.626,0.16,-0.66,-2.703,-1.129,-0.471
1988,1,27,-9.648,-1.652,-2.452,-8,-15.927,-12.104,-5.477,-3.009,-1.109,-1.79,-2.813,0.256,1.132,-1.037,-1.514,0.215,-0.908
1988,1,28,-9.982,-3.773,-10.173,-9.403,-15.624,-11.163,-11.655,-3.217,-4.821,-3.153,-1.825,0.857,1.364,-0.546,-1.76,0.577,-0.553
1988,1,29,4.384,8.585,5.686,4.988,8.323,5.32,-1.251,3.515,-2.557,1.812,-1.596,3.257,-2.282,-1.421,-0.082,0.649,0.022
1988,1,30,4.145,2.543,5.851,0.673,3.889,4.615,1.937,10.305,12.614,7.779,6.516,10.296,5.467,3.638,1.141,3.758,3.11
1988,1,31,2.144,6.454,10.259,4.039,10,10.514,4.188,9.601,11.822,5.444,6.413,12.323,6.235,3.024,1.137,2.447,1.568
1988,2,1,4.474,3.033,8.001,3.278,8.11,10.35,6.054,10.839,10.698,4.09,1.948,4.755,0.807,-1.509,-0.182,0.069,0.362
1988,2,2,2.26,1.274,5.406,2.371,6.664,12.256,7.019,9.906,10.428,3.32,3.802,6.189,4.076,-1.083,1.395,2.143,-4.251
1988,2,3,1.253,1.401,1.734,-1.816,1.598,8.35,-0.466,3.917,7.858,0.879,1.413,3.811,0.983,0.226,1.904,0.901,-0.643
1988,2,4,-1.054,0.674,0.627,-0.239,1.332,4.164,1.444,2.076,2.645,-2.125,0.356,0.306,-3.58,-1.936,0.123,0.861,-0.627
1988,2,5,-6.05,-3.77,-2.361,-0.263,-3.047,0.112,-2.326,2.269,2.304,1.123,0.499,0.246,-2.686,-1.308,0.976,1.073,-0.168
1988,2,6,-10.045,-0.779,-3.655,-2.313,0.618,1.006,-1.41,4.316,9.016,6.24,7.102,6.087,4.456,1.468,0.576,0.776,1.166
1988,2,7,-7.056,0.139,-1.045,1.085,2.105,4.82,0.018,9.467,16.26,12.878,9.348,7.558,5.608,2.107,0.612,0.039,0.756
1988,2,8,-10.519,-4.314,-4.69,-1.517,-1.362,1.846,1.266,9.41,15.12,11.156,9.252,11.477,7.952,3.112,0.166,-0.048,0.789
1988,2,9,-2.425,1.62,-0.928,-0.095,0.138,4.239,0.846,8.712,17.448,13.16,11.268,15.073,8.64,3.032,-0.148,-0.286,0.515
1988,2,10,-1.769,1.587,1.935,0.184,-0.538,8.593,4.797,14.735,22.984,10.469,5.414,9.698,3.741,2.37,-0.283,-0.346,0.048
1988,2,11,1.402,5.299,9.111,5.891,11.098,17.523,7.733,11.243,8.581,-0.874,-3.108,0.623,-3.994,-1.634,-0.233,0.643,0.11
1988,2,12,-0.644,0.129,-1.986,-0.802,2.507,9.616,3.233,5.229,2.388,-1.061,-4.251,0.886,-4.042,-0.588,0.507,0.478,-0.319
1988,2,13,5.987,1.141,3.283,0.031,5.624,14.994,15.391,19.542,23.324,17.043,12.226,13.079,3.994,3.042,0.377,0.305,0.54
1988,2,14,-14.492,-4.218,-1.47,2.415,6.292,12.731,12.848,22.207,17.226,11.036,7.574,8.644,-0.99,2.432,0.708,1.173,0.651
1988,2,15,8.46,3.028,4.412,2.635,9.354,17.229,19.38,27.45,23.992,14.353,9.578,8.461,0.058,1.055,0.568,0.13,0.097
1988,2,16,1.98,2.946,8.817,6.354,21.322,34.997,39.009,46.672,41.315,24.763,16.229,16.438,6.502,2.37,0.268,0.493,0.258
1988,2,17,0.294,0.353,3.505,-0.801,6.944,11.96,11.906,15.348,10.705,4.623,2.973,4.327,1.197,-0.466,1.941,1.705,0.735
1988,2,18,5.166,0.746,7.184,6.525,22.537,34.948,43.035,46.173,43.852,31.061,26.865,34.001,19.411,8.664,3.453,2.012,1.854
1988,2,19,2.78,4.621,14.205,12.074,29.262,33.121,25.088,19.403,10.855,0.025,-0.329,3.224,-0.873,-0.998,2.833,2.571,1.933
1988,2,20,8.436,2.275,6.453,-1.727,8.592,0.79,0.318,1.29,-6.968,-4.757,-2.233,2.334,-0.112,0.574,0.695,0.147,-0.151
1988,2,21,2.829,0.258,5.931,2.473,8.51,1.523,-4.202,-1.597,-4.295,0.395,1.532,7.432,1.322,1.903,0.907,0.343,-0.18
1988,2,22,9.591,6.487,11.352,2.935,10.719,3.991,6.464,11.139,12.082,7.59,4.655,10.095,6.849,3.842,1.928,1.018,0.393
1988,2,23,2.082,-1.127,2.668,1.258,8.696,7.737,2.096,4.054,1.825,0.756,-2.679,3.782,-0.141,1.58,1.016,-0.176,-0.337
1988,2,24,-0.955,-0.041,3.18,0.533,5.599,3.221,-0.229,0.707,-1.896,-2.974,-4.045,-0.833,-1.85,0.757,0.665,0.103,-0.46
1988,2,25,-0.696,0.2,1.218,-0.558,4.185,3.768,-0.257,3.057,0.773,0.027,-2.151,0.069,-0.203,1.416,0.99,0.545,0.43
1988,2,26,0.14,1.022,2.048,-1.553,4.178,2.518,2.613,5.165,1.177,-1.085,-1.147,2.136,0.224,0.822,-0.135,-0.665,-0.156
1988,2,27,3.464,4.581,5.999,3.334,4.425,4.038,2.402,4.535,-1.928,-2.823,-2.073,-2.863,-6.316,-2.38,-2.087,-1.615,-0.939
1988,2,28,3.11,2.844,3.69,-0.146,1.54,2.831,-3.085,-2.704,-13.795,-9.113,-9.519,-7.269,-5.367,-2.42,-1.138,-0.957,-0.622
1988,2,29,-1.467,-0.438,-0.134,-1.147,-0.312,1.338,-1.943,-1.755,-6.166,-3.916,-5.934,-5.552,-6.279,-2.449,-1.105,-0.307,-0.412
1988,3,1,-1.668,-2.591,-1.494,-1.844,0.648,1.806,3.274,9.709,11.405,14.934,9.084,13.267,8.223,4.47,0.478,0.759,0.834
1988,3,2,-7.16,-2.684,-0.822,-2.542,1.268,2.068,5.538,19.845,31.132,25.409,21.287,28.227,24.062,13.629,3.867,4.477,6.322
1988,3,3,3.537,4.612,7.075,2.766,7.482,10.447,4.901,13.466,17.856,9.722,12.507,19.349,13.204,4.966,0.946,0.971,0.011
1988,3,4,-10.703,-9.66,-7.491,-7.641,-2.769,1.94,-4.29,4.525,4.556,1.113,8.543,16.34,12.931,2.938,0.025,-0.098,-0.613
1988,3,5,-15.682,-17.788,-17.45,-16.572,-10.543,-3.886,-3.799,-2.97,7.458,-2.93,5.398,11.7,11.36,2.984,0.772,1.106,-0.076
1988,3,6,-1.235,3.283,4.831,2.139,7.495,7.208,6.296,4.184,8.943,-2.097,6.954,12.928,9.1,4.6,1.314,0.769,0.316
1988,3,7,0.126,3.28,6.103,4.161,13.658,11.564,16.126,18.52,23.508,12.838,14.11,14.204,5.017,2.397,0.337,0.706,0.505
1988,3,8,-1.093,0.536,2.12,0.006,5.547,7.896,5.194,5.899,14.357,4.157,9.059,2.119,-0.045,0.071,0.2,0.253,-0.482
1988,3,9,6.38,8.38,8.293,0.78,10.59,15.866,13.472,18.352,26.254,15.877,21.973,23.704,18.116,5.332,0.851,0.808,0.69
1988,3,10,3.133,3.869,4.684,3.343,9.2,16.475,21.06,27.03,32.899,18.628,20.563,22.079,16.919,7.399,2.557,2.031,3.19
1988,3,11,4.814,3.037,6.926,3.26,12.753,13.77,7.852,11.118,9.439,2.882,12.096,9.956,7.368,4.334,1.129,1.429,1.912
1988,3,12,6.233,6.933,8.39,3.453,11.281,10.588,0.018,1.994,-3.395,1.475,4.5,-2.838,-0.567,1.079,0.62,0.55,-0.164
1988,3,13,7.663,5.649,11.644,5.117,14.746,15.227,4.568,8.872,-2.404,0.835,6.468,-3.987,1.694,0.604,0.149,0.511,0.486
1988,3,14,6.181,4.01,7.402,4.858,15.471,15.871,13.057,12.564,0.488,4.844,7.653,0.945,3.956,1.851,0.104,0.362,1.17
1988,3,15,3.04,1.327,5.261,1.809,11.496,9.966,11.361,7.213,5.762,6.279,5.053,3.075,5.636,4.15,0.243,0.722,1.268
1988,3,16,-0.365,1.511,1.442,-1.494,9.789,2.642,1.706,-3.25,5.735,1.986,1.872,-0.323,2.486,2.613,0.452,0.865,1.438
1988,3,17,2.018,3.206,4.929,-0.311,11.81,1.203,0.896,5.128,13.131,0.926,6.064,3.367,4.244,1.254,0.465,0.617,1.774
1988,3,18,-0.796,-2.626,-2.734,-6.096,-1.391,-13.256,-12.964,-10.583,-4.586,-5.178,0.123,-1.007,0.526,0.462,-0.01,0.087,0.438
1988,3,19,-5.184,-5.266,-3.724,-4.599,3.936,-5.624,-2.17,-0.119,6.321,3.164,4.997,3.25,2.561,0.696,0.048,0.23,0.595
1988,3,20,-6.878,-6.07,-4.924,-3.791,8.424,2.836,4.648,10.429,19.472,12.586,12.375,8.515,4.463,0.637,0.144,0.175,0.496
1988,3,21,-0.757,-1.798,-6.356,-7.881,-0.198,-8.354,-4.791,-0.421,13.727,-1.504,8.864,10.256,9.363,2.815,0.602,0.186,0.63
1988,3,22,-30.279,-30.721,-40.739,-33.094,-36.208,-33.837,-19.849,-7.367,3.706,-5.566,3.993,6.488,7.044,2.627,0.5,0.445,1.441
1988,3,23,-0.651,5.44,-12.179,-5.012,-2.334,-11.013,-5.101,1.206,8.763,0.996,6.797,11.281,12.357,4.347,0.563,0.467,1.314
1988,3,24,-4.521,-4.26,-11.641,-6.569,-1.107,0.144,3.142,16.95,35.11,28.299,29.887,26.402,20.818,5.164,0.549,0.365,1.325
1988,3,25,-10.793,-8.169,-1.721,-3.285,6.419,8.173,9.467,22.219,36.016,18.697,25.047,10.845,11.324,1.992,0.097,0.02,0.219
1988,3,26,4.22,9.068,3.181,-0.31,12.328,14.15,17.044,33.037,41.628,19.184,19.774,3.618,7.883,0.882,0.007,-0.062,0.032
1988,3,27,30.668,12.575,14.765,2.924,31.416,48.221,76.843,109.17,119.3,85.422,67.119,53.393,36.437,7.297,0.282,0.171,0.328
1988,3,28,5.738,-1.681,7.04,3.354,37.441,51.563,72.376,106.59,107.76,50.876,43.603,23.857,17.131,3.832,0.217,0.087,0.469
1988,3,29,22.335,4.562,5.355,3.449,28.38,37.705,38.251,52.649,63.43,30.473,42.788,7.257,12.305,1.641,0.068,0.134,0.339
1988,3,30,8.581,1.445,13.843,3.329,30.022,48.766,71.696,86.071,100.19,59.676,60.668,37.019,26.443,6.284,0.318,0.259,0.637
1988,3,31,3.509,2.916,11.622,2.959,29.778,33.061,35.961,23.337,22.582,-18.27,9.255,-14.937,-2.413,-0.403,0.069,0.217,0.489
1988,4,1,4.124,1.003,7.351,-3.997,19.716,15.948,20.763,4.211,-22.89,-26.373,-4.574,-16.808,-3.797,-0.243,0.068,0.141,0.314
1988,4,2,-35.818,-36.774,-27.266,-18.309,-6.635,-11.874,-14.337,-7.871,-9.751,-16.546,5.936,-5.768,-2.046,-0.106,0.018,0.221,0.836
1988,4,3,-3.389,4.413,-4.72,-5.492,0.886,-2.547,-5.753,2.515,3.406,-13.446,6.898,8.105,4.913,2.139,0.094,0.255,1.302
1988,4,4,1.204,-0.06,-1.552,1.627,17.103,14.374,13.051,21.244,29.448,16.939,22.552,23.204,11.326,4.125,0.246,0.275,0.981
1988,4,5,-32.821,-22.618,-21.042,-14.484,-2.43,2.951,5.371,16.506,37.158,19.461,23.718,13.952,4.343,1.422,-0.019,-0,0.29
1988,4,6,2.458,7.598,1.11,-4.126,3.263,11.949,0.757,8.922,24.042,-11.584,9.565,-4.382,1.554,-0.993,-0.117,0.048,0.967
1988,4,7,2.21,4.713,7.036,-0.089,7.877,11.965,6.426,20.161,37.995,16.571,31.885,24.914,17.705,2.24,0.251,0.273,1.165
1988,4,8,2.413,-0.736,-2.688,-4.65,-6.934,-5.326,-15.48,-12.87,9.428,-10.013,17.588,12.169,11.523,1.588,0.139,0.236,1.156
1988,4,9,-0.464,5.028,10.673,4.655,13.294,17.985,8.659,8.231,8.694,-14.476,2.255,-9.293,0.104,0.056,0.068,-0.022,0.461
1988,4,10,-0.017,4.035,8.123,7.422,19.744,27.999,17.223,18.133,13.428,-9.626,5.444,-4.977,1.939,0.226,0.082,-0.052,0.033
1988,4,11,9.466,7.944,16.126,12.711,28.579,33.362,27.782,27.23,18.105,-7.761,4.48,-3.512,2.674,0.428,0.146,0.067,0.585
1988,4,12,0.802,0.324,4.166,1.175,11.669,13.661,11.355,7.947,4.922,-10.292,2.02,-3.801,2.51,0.584,0.102,0.071,0.225
1988,4,13,-2.68,-0.395,3.517,-0.616,7.064,10.255,7.024,2.638,0.903,-6.526,2.672,-0.431,3.522,1.326,0.131,0.012,0.089
1988,4,14,5.926,5.911,10.367,4.998,16.463,24.311,10.736,9.517,12.009,-2.817,-5.814,-1.05,-0.19,0.379,0.01,-0.184,0.223
1988,4,15,5.386,2.236,6.376,2.198,9.755,15.18,11.687,25.016,45.484,15.29,4.108,2.596,2.602,0.441,0.03,-0.084,0.314
1988,4,16,3.873,2.785,6.137,2.547,6.145,11.965,5.716,22.548,36.886,16.551,6.449,10.659,10.249,2.105,0.184,0.166,0.757
1988,4,17,1.859,1.708,4.464,-0.32,2.607,6.542,0.991,7.47,14.184,4.796,0.794,6.833,7.819,2.125,0.241,0.308,0.893
1988,4,18,-2.164,-5.305,-5.582,-5.552,-6.074,0.541,-12.035,-14.2,-5.038,-6.726,-6.861,-1.72,2.19,1.291,0.247,0.389,1.421
1988,4,19,-0.648,-1.281,-0.749,-3.113,-3.118,-3.176,-19.983,-25.028,-21.106,-19.547,-16.205,-8.435,-2.894,-0.778,0.154,0.109,0.392
1988,4,20,3.127,5.822,5.638,3.252,5.906,9.773,9.014,2.159,-2.371,-4.431,-6.247,-4.244,-2.689,-0.411,-0.118,-0.262,-0.722
1988,4,21,8.024,9.494,9.73,3.568,6.11,11.668,10.955,9.687,16.742,8.468,2.23,3.017,2.938,0.53,0.02,0.019,-0.084
1988,4,22,-0.229,-0.015,0.086,-1.661,-0.167,7.302,4.346,1.677,11.99,-0.952,-3.545,1.579,3.866,1.994,0.302,0.38,0.333
1988,4,23,6.875,4.667,6.802,5.529,9.299,13.791,8.756,2.745,8.797,-1.043,-0.576,2.867,3.671,1.53,0.199,0.322,0.671
1988,4,24,1.249,-0.454,-0.995,-3.688,-0.816,6.502,3.135,1.216,9.453,-2.343,-0.316,4.525,7.128,1.321,0.274,0.504,0.807
1988,4,25,-3.623,-2.277,-2.667,-4.67,-2.441,4.917,2.385,4.311,12.796,4.856,6.681,8.515,9.953,1.515,0.242,0.291,0.418
1988,4,26,-0.973,-0.701,-1.024,-1.754,-0.132,7.754,2.325,3.65,7.24,0.619,3.515,7.292,4.272,1.241,0.418,0.457,0.435
1988,4,27,-2.5,-1.173,-0.885,-1.611,-0.192,7.948,1.339,2.857,2.365,-4.381,-1.307,-0.143,0.327,0.352,0.266,0.163,0.313
1988,4,28,-8.97,-7.218,-7.431,-10.723,-12.292,-8.831,-21.796,-10.425,-7.94,-6.938,-3.524,-0.57,-0.547,0.223,0.323,0.075,0.175
1988,4,29,-3.624,-1.437,-5.514,-7.181,-7.375,0.782,-2.08,3.081,2.6,-0.547,0.769,3.361,3.731,1.677,0.469,0.434,1.482
1988,4,30,1.283,2.944,1.481,-0.549,4.252,11.431,11.331,21.011,29.884,23.971,23.545,31.043,26.399,12.052,0.643,1.058,2.814
1988,5,1,0.342,1.129,0.81,-0.434,4.841,10.479,10.416,27.751,51.268,48.785,46.93,50.809,32.012,15.728,2.685,2.747,6.314
1988,5,2,-5.328,-3.155,-6.678,-7.185,-1.724,5.915,0.884,17.858,44.576,33.057,34.857,32.795,23.337,5.083,0.184,0.351,0.443
1988,5,3,2.531,3.948,3.991,-0.869,2.509,9.088,6.663,25.614,45.416,26.946,40.78,44.129,34.461,7.732,0.368,0.389,0.435
1988,5,4,4.13,2.72,3.52,0.782,7.324,15.282,14.544,33.21,63.226,48.585,40.684,41.542,34.53,10.603,1.246,0.886,1.378
1988,5,5,5.235,3.146,5.444,4.514,13.204,18.17,18.697,28.676,32.717,2.9,13.32,13.507,15.687,12.014,1.675,0.9,2.256
1988,5,6,4.504,2.977,2.743,1.719,4.008,-2.89,-7.851,1.521,3.794,-7.915,-1.451,0.305,4.765,7.317,1.899,1.028,2.12
1988,5,7,0.154,1.331,2.075,1.536,7.681,7.953,6.487,7.668,6.475,-8.605,-8.758,-7.548,1.105,2.026,2.149,1.222,3.454
1988,5,8,-2.061,-1.19,-1.285,-2.219,-0.599,-2.151,-5.778,-4.133,-1.771,-10.217,-1.598,-0.94,4.03,-0.824,0.276,0.427,1.087
1988,5,9,-4.456,-3.216,-4.396,-8.383,-15.583,-17.239,-20.898,-18.745,-8.617,-8.236,2.343,3.8,4.936,0.741,0.506,1.069,1.95
1988,5,10,-2.434,-0.558,-1.475,-3.442,-2.732,-1.319,-0.919,3.543,4.737,2.699,5.566,5.472,5.99,0.567,0.307,0.622,0.998
1988,5,11,-0.313,0.161,-0.55,-0.984,3.252,4.702,3.011,6.64,5.65,-0.515,1.559,3.298,4.542,1.861,0.546,0.627,1.174
1988,5,12,-0.494,-1.834,-1.715,-3.32,-2.199,-4.628,-8.544,-4.834,-4.198,-2.671,1.58,0.685,6.115,4.606,0.754,1.134,2.835
1988,5,13,-4.003,-3.958,-3.317,-4.356,-2.503,-3.02,0.415,3.847,3.621,5.857,12.071,24.703,27.821,11.438,1.203,1.46,3.418
1988,5,14,-0.44,0.472,-0.053,-0.482,4.508,3.847,2.847,8.355,13.396,11.161,14.069,23.59,23.869,8.5,0.641,0.541,1.029
1988,5,15,-0.216,0.298,-0.21,-1.422,3.004,5.048,4.116,9.141,10.013,5.742,9.37,8.902,8.439,0.458,0.27,0.186,-0.242
1988,5,16,-2.029,-1.546,-2.582,-4.601,-2.025,-2.885,-2.424,2.131,2.982,2.386,9.608,0.99,3.191,1.055,0.4,0.159,0.063
1988,5,17,1.269,1.815,2.967,2.254,4.793,2.956,4.467,14.717,21.098,21.886,26.799,27.922,27.169,9.931,0.647,0.663,1.505
1988,5,18,2.245,2.718,4.229,4.205,7.73,6.798,5.788,14.57,24.139,23.237,31.746,35.872,27.897,10.118,0.634,0.46,1.035
1988,5,19,0.804,1.16,2.476,2.285,7.265,11.518,13.094,24.262,29.561,13.066,15.106,6.869,4.748,1.385,0.158,-0.022,-0.103
1988,5,20,1.451,1.32,2.562,1.8,6.612,10.978,8.242,16.475,16.851,7.596,18.289,-3.755,-0.536,-0.59,-0.024,-0.138,-0.507
1988,5,21,0.951,0.42,1.315,0.326,2.626,0.139,1.742,5.763,5.439,2.575,14.313,-7.003,-0.282,0.142,0.091,0.065,0.365
1988,5,22,0.447,0.397,1.955,1.433,8.131,16.925,22.142,42.826,45.27,31.883,35.333,13.083,13.043,4.111,0.351,0.28,0.623
1988,5,23,0.725,0.369,3.116,2.694,16.2,43.292,46.674,80.054,95.542,61.37,58.166,37.546,23.251,5.504,0.358,0.34,0.539
1988,5,24,-0.211,-0.692,-0.855,-1.705,0.246,-2.222,0.376,5.499,22.357,4.541,13.978,16.303,15.301,4.797,0.257,0.239,0.637
1988,5,25,-1.652,-1.158,-0.835,-0.646,2.527,3.762,-1.266,3.972,16.654,0.578,6.653,10.36,17.321,6.638,0.409,0.721,1.862
1988,5,26,-2.86,-2.001,-3.036,-3.047,-0.872,0.313,-0.06,2.225,2.41,-9.397,-3.051,12.702,19.474,7.383,0.431,0.841,2.017
1988,5,27,-3.077,-2.6,-4.615,-4.448,-4.633,-5.299,-0.897,5.77,8.19,1.537,4.515,7.384,16.61,8.041,0.524,1.015,3.174
1988,5,28,-0.164,-0.173,-0.947,-1.361,-0.291,0.911,-0.743,5.723,7.388,4.621,2.203,-7.955,1.831,1.896,0.251,0.906,2.395
1988,5,29,-0.142,0.388,0.319,-0.318,1.818,5.509,5.56,15.966,25.568,21.19,19.783,11.628,24.282,16.401,1.125,1.394,3.394
1988,5,30,-0.939,-0.532,-1.537,-1.51,0.094,2.087,1.092,8.678,15.23,15.238,17.655,16.132,27.108,15.626,2.298,2.287,4.282
1988,5,31,-0.597,-0.407,-1.325,-1.798,-1.118,-0.688,-3.785,1.228,4.747,-5.076,-0.928,-3.662,14.232,2.343,0.164,0.57,0.795
1988,6,1,-1.465,-0.502,-1.008,-0.868,-0.207,2.345,-0.211,4.776,2.311,-6.191,2.611,-4.844,5.267,0.182,0.271,0.361,0.706
1988,6,2,-3.781,-1.588,-3.178,-4.67,-7.77,-10.204,-15.746,-5.473,2.241,2.422,7.93,2.755,13.502,5.04,0.482,0.46,0.629
1988,6,3,-2.517,0.214,-0.387,-0.527,0.431,0.282,-1.63,5.005,12.246,9.034,14.143,11.322,18.352,6.672,0.445,0.763,0.535
1988,6,4,1.299,0.762,0.905,0.505,1.328,1.27,-1.721,0.649,6.047,-0.451,6.331,9.921,16.119,7.093,0.419,0.82,1.842
1988,6,5,1.355,0.456,0.939,1.397,4.257,6.741,9.679,18.436,21.047,18.068,13.276,9.966,8.011,7.704,0.625,1.031,3.131
1988,6,6,0.491,0.092,0.383,0.62,3.083,4.89,6.186,6.203,6.447,0.676,2.667,1.019,-5.327,0.17,0.311,0.375,0.893
1988,6,7,-0.022,0.002,0.081,0.031,0.84,0.837,-2.029,-2.755,-1.819,-4.466,-1.275,1.051,-2.187,0.052,0.409,0.915,1.971
1988,6,8,-0.174,-0.015,-0.036,-0.245,-0.406,-1.385,-5.035,-6.096,-4.617,-2.103,0.324,4.649,4.551,4.235,0.768,1.424,2.635
1988,6,9,0.075,0.113,0.255,0.151,1.013,1.297,1.748,3.848,4.104,4.075,0.358,7.29,6.704,4.415,0.515,1.093,1.892
1988,6,10,0.045,0.084,0.282,0.186,1.564,3.413,6.03,12.928,16.635,15.012,9.533,10.624,7.692,3.937,0.567,1.017,1.261
1988,6,11,0.037,0.106,0.497,0.327,1.796,2.936,3.042,11.318,13.563,7.59,4.817,7.196,6.59,4.374,0.456,1.217,2.235
1988,6,12,0.039,0.074,0.757,0.66,2.794,5.787,6.39,14.511,20.4,15.009,8.367,9.827,13.442,4.658,0.494,0.945,1.089
1988,6,13,0.2,0.061,1.534,2.001,6.335,7.485,5.365,20.064,19.347,13.498,6.819,4.979,9.621,3.192,0.626,0.431,0.632
1988,6,14,0.506,0.076,1.534,1.803,8.098,8.04,6.791,20.805,12.816,6.174,0.736,-0.623,2.612,0.553,0.356,-0.183,-0.626
1988,6,15,0.008,0.009,0.475,-0.058,3.471,1.783,3.384,13.443,12.69,4.737,-4.034,-2.657,-2.405,-1.319,0.232,-0.123,-0.616
1988,6,16,-0.366,-0.009,0.085,-0.82,0.394,-0.83,-0.372,9.633,13.322,8.799,-2.489,1.045,-1.23,-0.05,0.304,0.153,0.174
1988,6,17,-0.395,-0.175,0.363,-0.048,1.776,3.206,2.988,18.13,26.402,19.155,5.482,9.739,5.758,3.126,0.332,0.456,0.392
1988,6,18,0.679,0.427,1.174,2.049,6.149,8.207,6.78,20.49,29.259,20.902,5.594,8.66,3.381,1.098,0.08,0.247,0.139
1988,6,19,0.793,0.591,0.83,0.793,5.101,11.422,10.436,26.204,29.868,13.736,2.078,3.785,1.958,-0.16,-0,0.311,-0.015
1988,6,20,-0.199,-0.411,-0.408,-1.28,-1.428,3.891,4.955,20.45,25.141,5.291,-0.924,1.837,1.106,0.286,0.072,0.455,0.205
1988,6,21,0.128,0.112,0.408,0.817,1.798,3.845,2.283,14.991,11.379,4.152,0.166,2.01,3.732,1.574,0.154,0.652,0.567
1988,6,22,0.807,0.577,0.811,1.393,2.592,4.925,3.902,14.668,17.572,8.691,0.598,1.841,2.811,1.724,0.11,0.59,0.469
